"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.562705447E0,8.222517371E-1,2.771413326E-1,1.793537140E-1,8.860434482E-1
5.567679678E0,8.058949113E-1,2.687129974E-1,1.816616058E-1,8.687198755E-1
5.572684601E0,5.609182119E-1,7.067894936E-2,2.876014709E-1,6.343022627E-1
5.577689437E0,6.188232899E-1,-1.306152344E-2,2.895889282E-1,6.833554089E-1
5.582694360E0,5.998270512E-1,-1.955103874E-2,2.915811539E-1,6.672288241E-1
5.587699269E0,9.071021676E-1,-2.612800598E-1,2.124385834E-1,9.675907006E-1
5.592704192E0,8.830243945E-1,-2.657008171E-1,2.141828537E-1,9.466801468E-1
5.597709116E0,1.125578761E0,-4.600111246E-1,2.157688141E-1,1.234946948E0
5.602683366E0,1.119215369E0,-4.571799040E-1,2.152585983E-1,1.228003571E0
5.607688289E0,1.321925879E0,-4.979702234E-1,1.407718658E-1,1.419605258E0
5.612693204E0,1.255833864E0,-5.002864599E-1,1.423158646E-1,1.359286225E0
5.617698050E0,1.207425356E0,-5.075892210E-1,1.460618973E-1,1.317898663E0
5.622702968E0,1.124689579E0,-3.900101185E-1,1.667127609E-1,1.202009853E0
5.627677199E0,1.097875834E0,-3.925652504E-1,1.685400009E-1,1.178068145E0
5.632682122E0,1.013426542E0,-3.241441250E-1,1.726961136E-1,1.077927047E0
5.637687045E0,9.871273637E-1,-3.261799812E-1,1.745767593E-1,1.054177811E0
5.642691968E0,1.019721985E0,-2.476537228E-1,2.005653381E-1,1.068359372E0
5.647696818E0,9.940441847E-1,-2.502260208E-1,2.026338577E-1,1.044891087E0
5.652701741E0,1.044174433E0,-2.912640572E-1,2.046527863E-1,1.103185279E0
5.657706664E0,1.058704615E0,-4.451987743E-1,3.752746582E-1,1.208258449E0
5.662680895E0,1.034329653E0,-4.459919930E-1,3.770170212E-1,1.187808285E0
5.667685818E0,1.085942507E0,-4.844413996E-1,3.787527084E-1,1.247961623E0
5.672690727E0,1.061487436E0,-4.846028090E-1,3.804674149E-1,1.227334882E0
5.677695573E0,9.994291663E-1,-4.066541195E-1,3.519163132E-1,1.134932299E0
5.682700496E0,9.755781293E-1,-4.055204391E-1,3.533840179E-1,1.114037601E0
5.687705433E0,9.519316554E-1,-3.285548687E-1,3.549509048E-1,1.067760424E0
5.692679664E0,9.285300970E-1,-2.131111622E-1,3.566522598E-1,1.017243994E0
5.697684501E0,9.038649797E-1,-2.120008469E-1,1.564712524E-1,9.414879253E-1
5.702689425E0,7.078517079E-1,-2.834975719E-1,1.587381363E-1,7.788598781E-1
5.707694348E0,7.035477757E-1,-2.815041542E-1,1.586103439E-1,7.741971989E-1
5.712699020E0,7.557422519E-1,-2.386243343E-1,1.376991272E-1,8.043935441E-1
5.717703943E0,7.140571475E-1,-2.290418148E-1,1.391353607E-1,7.626902461E-1
5.722678405E0,7.862367630E-1,-2.661709785E-1,1.391172409E-1,8.416465078E-1
5.727683338E0,7.631850839E-1,-2.601830959E-1,1.398353577E-1,8.183523953E-1
5.732688261E0,7.395218611E-1,-2.536008358E-1,8.157444000E-2,7.860409380E-1
5.737693179E0,7.164599299E-1,-3.217122555E-1,8.193111420E-2,7.896368241E-1
5.742698025E0,6.759626865E-1,-3.079841137E-1,8.275985718E-2,7.474148526E-1
5.747702958E0,6.527004242E-1,-2.994434834E-1,4.311370850E-2,7.194046395E-1
5.752677189E0,6.298149824E-1,-2.908611298E-1,4.352760315E-2,6.950983823E-1
5.757682112E0,6.078433990E-1,-2.440812588E-1,4.387855530E-2,6.564865469E-1
5.762686972E0,5.097897053E-1,-1.593041420E-1,4.439449310E-2,5.359423703E-1
5.767691895E0,4.872527122E-1,-1.510748863E-1,-4.196357727E-2,5.118591297E-1
5.772696809E0,3.532487154E-1,-1.431372166E-1,-4.149627686E-2,3.833990854E-1
5.777701502E0,3.334338665E-1,-1.354398727E-1,-4.094505310E-2,3.622134727E-1
5.782706425E0,2.536733150E-1,-1.725492477E-1,-2.056121826E-3,3.068022511E-1
5.787711348E0,2.347503901E-1,-1.642465591E-1,-1.706123352E-3,2.865093169E-1
5.792685809E0,1.629266739E-1,4.043030739E-2,-4.663467407E-4,1.678687830E-1
5.797690712E0,1.455342770E-1,4.632711411E-2,3.795623779E-4,1.527303877E-1
5.802695559E0,-2.408123016E-2,1.285679340E-1,1.513385773E-2,1.316763189E-1
5.807700486E0,-9.922778606E-2,2.029409409E-1,1.541328430E-2,2.264260328E-1
5.812705409E0,-1.139332056E-1,2.078943253E-1,1.618862152E-2,2.376192275E-1
5.817710361E0,-1.667200327E-1,2.506713867E-1,1.819324493E-2,3.016002447E-1
5.822684592E0,-1.954667568E-1,2.604131699E-1,1.981639862E-2,3.262130618E-1
5.827689515E0,-2.317482233E-1,4.862413406E-1,2.034568787E-2,5.390285961E-1
5.832694404E0,-2.450882196E-1,4.892795086E-1,2.147769928E-2,5.476531425E-1
5.837699327E0,-1.810663939E-1,4.535651207E-1,2.767372131E-2,4.891545692E-1
5.842704250E0,-2.702314854E-1,4.181294441E-1,2.880764008E-2,4.986854398E-1
5.847678477E0,-2.964620590E-1,4.261994362E-1,3.067302704E-2,5.200735971E-1
5.852683400E0,-2.562273741E-1,2.325379848E-1,3.073215485E-2,3.473770962E-1
5.857688323E0,-2.668296099E-1,2.354846001E-1,3.458023071E-2,3.575567506E-1
5.862693246E0,-1.632494926E-1,2.008681297E-1,3.547573090E-2,2.612602723E-1
5.867698092E0,-1.746118069E-1,2.042346001E-1,3.636550903E-2,2.711521809E-1
5.872703024E0,-8.291924000E-2,2.496969700E-1,3.012752533E-2,2.648241775E-1
5.877677255E0,-2.341679335E-1,3.999474049E-1,3.050518036E-2,4.644600238E-1
5.882682101E0,-2.433358431E-1,4.012804031E-1,3.157806396E-2,4.703567461E-1
5.887687010E0,-3.667894602E-1,5.559608936E-1,3.272914886E-2,6.668569716E-1
5.892691934E0,-3.753407001E-1,5.567319393E-1,4.390621185E-2,6.728735757E-1
5.897696861E0,-5.444208980E-1,5.214643478E-1,4.551410675E-2,7.552421559E-1
5.902701784E0,-5.494838357E-1,5.207972527E-1,4.645538330E-2,7.584987585E-1
5.907706722E0,-5.841880441E-1,7.089581490E-1,7.472229004E-2,9.216727990E-1
5.912680953E0,-4.376803637E-1,8.226742744E-1,7.600784302E-2,9.349514719E-1
5.917685876E0,-4.440429211E-1,8.216943741E-1,7.723045349E-2,9.371874429E-1
5.922690794E0,-2.644494772E-1,8.576292992E-1,7.954502106E-2,9.009933136E-1
5.927695640E0,-2.693392038E-1,8.539192677E-1,2.286911011E-3,8.953920663E-1
5.932700568E0,-2.677861452E-1,9.642415047E-1,3.114700317E-3,1.000740126E0
5.937705491E0,-2.747048140E-1,9.567315578E-1,5.977630615E-3,9.954063194E-1
5.942679722E0,-3.153132200E-1,9.886109829E-1,7.843971252E-3,1.037706910E0
5.947684558E0,-3.552708626E-1,9.433608055E-1,-6.814384460E-2,1.010341813E0
5.952689481E0,-3.554648161E-1,9.344358444E-1,-6.599140167E-2,1.001938345E0
5.957694404E0,-3.943737745E-1,8.873035908E-1,-6.381511688E-2,9.730933693E-1
5.962699327E0,-3.941329718E-1,8.777177334E-1,-8.855724335E-2,9.662150921E-1
5.967704020E0,-5.456767082E-1,8.678565025E-1,-8.641529083E-2,1.028788405E0
5.972678495E0,-5.416781902E-1,8.615353107E-1,-8.552455902E-2,1.021260400E0
5.977683418E0,-6.930520535E-1,8.074707985E-1,-8.212566376E-2,1.067274503E0
5.982688264E0,-6.885590553E-1,8.023786545E-1,-8.696556091E-3,1.057355526E0
5.987693279E0,-8.002790213E-1,9.456980228E-1,-6.596565247E-3,1.238884489E0
5.992698126E0,-1.026799440E0,1.080942392E0,-2.762794495E-3,1.490892746E0
5.997703083E0,-1.020857215E0,1.066871405E0,-8.810710907E-2,1.479231865E0
6.002677313E0,-1.167303801E0,1.251864195E0,-8.738803864E-2,1.713884125E0
6.007682237E0,-1.161482215E0,1.237932205E0,-8.480834961E-2,1.699620410E0
6.012687083E0,-1.194514275E0,1.453241587E0,-8.214855194E-2,1.882956146E0
6.017692006E0,-1.188785791E0,1.437388897E0,-1.141166687E-1,1.868775298E0
6.022696929E0,-1.221878886E0,1.421593666E0,-1.109952927E-1,1.877827606E0
6.027701852E0,-1.215824485E0,1.367908001E0,-1.078815460E-1,1.833313913E0
6.032706544E0,-1.209818006E0,1.352378845E0,-1.167812347E-1,1.818303056E0
6.037681237E0,-1.241598248E0,1.412344933E0,-1.133184433E-1,1.883912283E0
6.042685920E0,-1.235294461E0,1.385617018E0,-1.072425842E-1,1.859405254E0
6.047690843E0,-1.152640343E0,1.444918871E0,-1.036357880E-1,1.851245710E0
6.052695689E0,-1.149092436E0,1.440963507E0,2.058830261E-1,1.854501840E0
6.057700612E0,-9.545692205E-1,1.541126490E0,2.093324661E-1,1.824854333E0
6.062705535E0,-7.595536709E-1,1.488279343E0,2.128543854E-1,1.684400240E0
6.067679780E0,-7.565509081E-1,1.473570347E0,2.163925171E-1,1.670510271E0
6.072684703E0,-5.635863543E-1,1.382864475E0,3.048934937E-1,1.524107535E0
6.077689563E0,-5.585889816E-1,1.356981039E0,3.112678528E-1,1.500102285E0
6.082694487E0,-3.638013601E-1,1.381401777E0,3.148956299E-1,1.462799220E0
6.087699410E0,-3.610465527E-1,1.366888046E0,3.264856339E-1,1.450975676E0
6.092704131E0,-4.369833469E-1,1.401818514E0,3.271799088E-1,1.504359094E0
6.097709054E0,-5.055010915E-1,1.489017487E0,3.339118958E-1,1.607545204E0
6.102683516E0,-5.039719939E-1,1.485603571E0,3.346529007E-1,1.604056827E0
6.107688430E0,-5.764954090E-1,1.814901114E0,3.695201874E-1,1.939783023E0
6.112693276E0,-5.725395679E-1,1.799462795E0,3.733596802E-1,1.924906585E0
6.117698199E0,-7.963513732E-1,2.011046886E0,3.774948120E-1,2.195674708E0
6.122703136E0,-7.889243960E-1,1.989586115E0,-2.643051147E-1,2.156550905E0
6.127677367E0,-8.967560530E-1,2.275442362E0,-2.591905594E-1,2.459469273E0
6.132682290E0,-8.855524063E-1,2.240746260E0,-2.505321503E-1,2.422377597E0
6.137687213E0,-8.833642006E-1,2.349123716E0,-2.488546371E-1,2.522031557E0
6.142692059E0,-7.608823180E-1,2.441644192E0,-2.812547684E-1,2.572872423E0
6.147696968E0,-7.535285354E-1,2.419164181E0,-2.754955292E-1,2.548736623E0
6.152701891E0,-5.178861618E-1,2.473205328E0,-2.696266174E-1,2.541190505E0
6.157706804E0,-5.089099407E-1,2.438051701E0,-9.500408173E-1,2.665644946E0
6.162681035E0,-3.860726953E-1,2.443452120E0,-9.406251907E-1,2.646561191E0
6.167685958E0,-3.784775138E-1,2.410205841E0,-9.311571121E-1,2.611396368E0
6.172690804E0,-2.203413248E-1,2.455162048E0,-9.219045639E-1,2.631782477E0
6.177695728E0,-9.421586990E-2,2.633886099E0,-1.097741127E0,2.855042591E0
6.182700651E0,-8.868741989E-2,2.600148201E0,-1.087353706E0,2.819747189E0
6.187705574E0,-1.648821831E-1,2.583539724E0,-1.081916809E0,2.805781108E0
6.192679804E0,-1.541852951E-1,2.532771111E0,-1.066248894E0,2.752378845E0
6.197684709E0,-7.890534401E-2,2.562269211E0,-1.982134342E0,3.240417583E0
6.202689555E0,-7.446098328E-2,2.535020590E0,-1.973387241E0,3.213429793E0
6.207694478E0,-1.079963446E-1,2.697464228E0,-1.963741779E0,3.338301701E0
6.212699380E0,-1.444017887E-1,2.744251966E0,-1.953526020E0,3.371651619E0
6.217704303E0,-1.408283710E-1,2.711334944E0,-1.942351818E0,3.338248102E0
6.222678765E0,-2.897413969E-1,2.791819811E0,-1.930519581E0,3.406627920E0
6.227683457E0,-2.858564854E-1,2.757534027E0,-1.918614864E0,3.371467164E0
6.232688380E0,-3.946557045E-1,2.970696211E0,-1.670261383E0,3.430825293E0
6.237693294E0,-3.907629251E-1,2.917223215E0,-1.650743484E0,3.374587531E0
6.242698217E0,-4.625100493E-1,3.062206030E0,-1.633728981E0,3.501441374E0
6.247703034E0,-4.589627385E-1,3.059135199E0,-1.540991783E0,3.455952927E0
6.252677265E0,-4.556160569E-1,3.017356157E0,-1.525067329E0,3.411429983E0
6.257682188E0,-3.028482795E-1,3.026275158E0,-1.498316765E0,3.390429403E0
6.262687135E0,-3.017635942E-1,2.983036995E0,-1.480909348E0,3.344048964E0
6.267691981E0,-2.242609262E-1,2.901823521E0,-1.463177681E0,3.257569897E0
6.272696889E0,-2.269347906E-1,2.855815887E0,-1.443608284E0,3.207988257E0
6.277701582E0,-1.893583536E-1,2.887686968E0,-1.424470901E0,3.225478253E0
6.282706500E0,-1.897670031E-1,2.833393574E0,-1.707070827E0,3.313339927E0
6.287711423E0,-1.903468370E-1,2.779687881E0,-1.683512211E0,3.255320261E0
6.292685808E0,-1.941465139E-1,2.841176510E0,-1.659657955E0,3.296125204E0
6.297690722E0,-1.933506727E-1,2.822692156E0,-1.651465893E0,3.276021228E0
6.302695645E0,-1.944310665E-1,2.925362110E0,-1.704947948E0,3.391518011E0
6.307700577E0,-1.956398487E-1,2.874399185E0,-1.681293964E0,3.335745047E0
6.312705269E0,-2.001864910E-1,2.862997532E0,-1.657572269E0,3.314268445E0
6.317710173E0,-2.014929056E-1,2.806566715E0,-1.745625496E0,3.311287437E0
6.322684635E0,-1.649956703E-1,2.711912155E0,-1.718006134E0,3.214535143E0
6.327689481E0,-1.667611599E-1,2.812174797E0,-1.691870689E0,3.286116675E0
6.332694409E0,-1.743084192E-1,2.719374657E0,-1.644271851E0,3.182610857E0
6.337699332E0,-2.114144564E-1,2.623771191E0,-1.711863518E0,3.139959878E0
6.342704255E0,-2.128747702E-1,2.564927578E0,-1.681346893E0,3.074263574E0
6.347678471E0,-2.909284830E-1,2.585100174E0,-1.651462555E0,3.081348871E0
6.352683394E0,-2.954591513E-1,2.529629707E0,-1.621297836E0,3.019094109E0
6.357688332E0,-2.583843470E-1,2.511432171E0,-2.356729031E0,3.453726356E0
6.362693178E0,-2.224347591E-1,2.530702591E0,-2.324687481E0,3.443559889E0
6.367698101E0,-2.244095802E-1,2.473355770E0,-2.292403698E0,3.379787440E0
6.372703005E0,-7.759284973E-2,2.453196526E0,-2.258543491E0,3.335447878E0
6.377707697E0,-8.028256893E-2,2.394039154E0,-2.224058628E0,3.268685599E0
6.382682082E0,-8.735179901E-3,2.292627335E0,-2.163489819E0,3.152285614E0
6.387687087E0,-9.337425232E-3,2.276957035E0,-2.154020786E0,3.134394052E0
6.392691933E0,-5.711698532E-2,2.361032963E0,-2.124933243E0,3.176960857E0
6.397696856E0,-1.327730417E-1,2.529602528E0,-2.111130714E0,3.297482452E0
6.402701779E0,-1.348346472E-1,2.465509892E0,-2.070636749E0,3.222492196E0
6.407706732E0,-4.043801427E-1,2.389923096E0,-2.149826050E0,3.239908602E0
6.412680963E0,-4.033202529E-1,2.319046021E0,-2.103339195E0,3.156687733E0
6.417685886E0,-7.112148404E-1,2.410143852E0,-2.061701775E0,3.250420610E0
6.422690809E0,-7.061634660E-1,2.389724731E0,-2.048673630E0,3.225913014E0
6.427695732E0,-8.574600816E-1,2.484166622E0,-2.660905838E0,3.739885222E0
6.432700573E0,-8.594036698E-1,2.494826317E0,-2.587551117E0,3.695693954E0
6.437705496E0,-8.563417792E-1,2.431936264E0,-2.543048859E0,3.621426892E0
6.442679727E0,-7.740385532E-1,2.409775257E0,-2.527878761E0,3.577194921E0
6.447684679E0,-7.715046406E-1,2.348319530E0,-2.483323097E0,3.503814726E0
6.452689525E0,-7.356159091E-1,2.214898586E0,-2.441011906E0,3.377194936E0
6.457694448E0,-7.370014787E-1,2.119025707E0,-2.368047714E0,3.262068532E0
6.462699352E0,-5.418753028E-1,2.136626244E0,-2.275120258E0,3.167802509E0
6.467704276E0,-5.406418443E-1,2.076543331E0,-2.228511810E0,3.093637131E0
6.472678520E0,-3.118618727E-1,1.943806648E0,-2.184291840E0,2.940539569E0
6.477683443E0,-3.535577655E-1,1.853203297E0,-2.141380310E0,2.853922771E0
6.482688290E0,-3.540530801E-1,1.800160408E0,-2.098087311E0,2.787095521E0
6.487693280E0,-3.536754251E-1,1.856475830E0,-2.049571991E0,2.787890629E0
6.492698126E0,-3.556311727E-1,1.798909664E0,-2.000864983E0,2.714039460E0
6.497703045E0,-3.934521079E-1,1.855559349E0,-2.224225521E0,2.923197603E0
6.502677276E0,-3.910006881E-1,1.838868141E0,-2.210103512E0,2.901529788E0
6.507682199E0,-4.272010326E-1,1.892564297E0,-2.156674862E0,2.900956187E0
6.512687059E0,-5.404018760E-1,1.794525146E0,-2.104089737E0,2.817720410E0
6.517691982E0,-5.362780690E-1,1.739587784E0,-2.208875179E0,2.862322376E0
6.522696905E0,-4.552216530E-1,1.722164631E0,-2.157455921E0,2.797801605E0
6.527701828E0,-4.509999752E-1,1.666588306E0,-2.106031418E0,2.723285863E0
6.532706521E0,-3.728312850E-1,1.501277924E0,-2.058211803E0,2.574698895E0
6.537680982E0,-3.680350184E-1,1.449535847E0,-2.009044170E0,2.504568311E0
6.542685900E0,-1.356141567E-1,1.248339176E0,-1.962383747E0,2.329740730E0
6.547690746E0,-1.757681370E-2,1.161813736E0,-1.915669918E0,2.240515864E0
6.552695688E0,-1.568293571E-2,1.113255978E0,-1.614007950E0,1.960766811E0
6.557700611E0,1.027481556E-1,1.064011097E0,-1.564288616E0,1.894643943E0
6.562705535E0,1.115758419E-1,9.749407768E-1,-1.472945690E0,1.769894825E0
6.567679751E0,1.104938984E-1,9.300708771E-1,-1.465581894E0,1.739301879E0
6.572684598E0,1.128878593E-1,8.793110847E-1,-1.126825333E0,1.433759737E0
6.577689545E0,8.980035782E-3,8.691606522E-1,-1.033751011E0,1.350615427E0
6.582694468E0,-1.429531574E-1,7.843017578E-1,-1.025368690E0,1.298824778E0
6.587699381E0,-1.357603073E-1,7.369875908E-1,-9.280438423E-1,1.192831482E0
6.592704304E0,-1.670871973E-1,8.456954956E-1,-8.792147636E-1,1.231315396E0
6.597709227E0,-1.602786779E-1,8.031702042E-1,-8.317418098E-1,1.167290054E0
6.602683458E0,-2.618373036E-1,9.177842140E-1,-7.438554764E-1,1.210044465E0
6.607688381E0,-2.539953589E-1,8.764519691E-1,-8.491382599E-1,1.246482042E0
6.612693183E0,-4.382268786E-1,8.369808197E-1,-8.030123711E-1,1.239922803E0
6.617698106E0,-3.534041643E-1,7.981176376E-1,-7.570452690E-1,1.155423648E0
6.622703029E0,-3.507314920E-1,7.923450470E-1,-8.903956413E-1,1.242428127E0
6.627677274E0,-2.282685637E-1,7.531151772E-1,-8.431897163E-1,1.153368070E0
6.632682197E0,-2.146847844E-1,6.811556816E-1,-7.549381256E-1,1.039227691E0
6.637687120E0,-1.866447926E-2,5.676174164E-1,-7.088742256E-1,9.083174346E-1
6.642692043E0,-1.862645149E-2,5.625829697E-1,-7.283148766E-1,9.204830807E-1
6.647696870E0,6.288588047E-2,4.880933762E-1,-6.815419197E-1,8.406480632E-1
6.652701793E0,6.757926941E-2,4.522151947E-1,-6.350712776E-1,7.825478053E-1
6.657706717E0,7.172727585E-2,2.670812607E-1,-4.429330826E-1,5.221751790E-1
6.662680947E0,4.364073277E-2,2.066812515E-1,-3.627924919E-1,4.198095348E-1
6.667685870E0,4.312527180E-2,2.045817375E-1,-3.598103523E-1,4.161453665E-1
6.672690785E0,9.423255920E-3,1.739902496E-1,-3.185663223E-1,3.631059163E-1
6.677695631E0,1.873624325E-2,1.184930801E-1,-1.554760933E-1,1.963783910E-1
6.682700554E0,-8.955383301E-2,2.055382729E-1,-1.168804169E-1,2.528376998E-1
6.687705481E0,-8.375680447E-2,1.780672073E-1,-7.844400406E-2,2.118409649E-1
6.692679635E0,-2.406120300E-3,2.272062302E-1,-4.031944275E-2,2.307685375E-1
6.697684558E0,-1.493367553E-1,8.653831482E-2,-8.289813995E-2,1.914744056E-1
6.702689481E0,-1.435028911E-1,6.137275696E-2,-4.668235779E-2,1.629077579E-1
6.707694404E0,-1.799030900E-1,9.977722168E-2,-4.612588882E-2,2.108274493E-1
6.712699082E0,-1.733524203E-1,7.499694824E-2,-4.820966721E-2,1.949353121E-1
6.717704005E0,-2.044420242E-1,3.053951263E-2,1.780700684E-2,2.074760049E-1
6.722678467E0,-2.022475004E-1,3.035259247E-2,1.766347885E-2,2.052737922E-1
6.727683395E0,-1.973365545E-1,-3.019428253E-2,4.988718033E-2,2.057720613E-1
6.732688318E0,-1.913771629E-1,-1.270294189E-2,6.608009338E-2,2.028624213E-1
6.737693149E0,-1.853510141E-1,-5.160808563E-2,1.260957718E-1,2.300402934E-1
6.742698072E0,-1.449721456E-1,-8.998107910E-2,1.248292923E-1,2.114139773E-1
6.747702976E0,-1.415783763E-1,-1.083106995E-1,2.512793541E-1,3.080859589E-1
6.752677207E0,-1.362180114E-1,-1.068191528E-1,3.106236458E-1,3.556019226E-1
6.757682130E0,-1.327704787E-1,-1.232538223E-1,3.367152214E-1,3.823566987E-1
6.762686996E0,-2.062671185E-1,-1.394958496E-1,3.626751900E-1,4.399301190E-1
6.767691919E0,-1.667559147E-1,-2.524690628E-1,3.752441406E-1,4.820335339E-1
6.772696842E0,-1.626832485E-1,-2.678575516E-1,3.998351097E-1,5.080173444E-1
6.777701534E0,-1.207597852E-1,-2.816343307E-1,4.221401215E-1,5.216350296E-1
6.782706462E0,-1.177778244E-1,-2.948741913E-1,5.377187729E-1,6.244708827E-1
6.787711385E0,-1.891263723E-1,-3.236846924E-1,5.852003098E-1,6.949819907E-1
6.792685847E0,-1.864545345E-1,-3.207225800E-1,5.796399117E-1,6.881937910E-1
6.797690775E0,-2.181910276E-1,-3.091344833E-1,6.233625412E-1,7.292134880E-1
6.802695621E0,-2.140894532E-1,-3.209104538E-1,6.347031593E-1,7.427421584E-1
6.807700558E0,-1.743183732E-1,-3.555574417E-1,6.286458969E-1,7.429694834E-1
6.812705481E0,-1.695121527E-1,-4.054431915E-1,6.464829445E-1,7.817024683E-1
6.817710381E0,-1.655400395E-1,-4.155158997E-1,6.342144012E-1,7.760701478E-1
6.822684612E0,-1.620834470E-1,-5.412926674E-1,6.522278786E-1,8.629426407E-1
6.827689535E0,-1.586458683E-1,-5.518383980E-1,6.700172424E-1,8.823929024E-1
6.832694362E0,-1.915891171E-1,-4.850025177E-1,6.868214607E-1,8.623558145E-1
6.837699285E0,-1.845114827E-1,-5.050649643E-1,7.760348320E-1,9.441213724E-1
6.842704208E0,-1.457893252E-1,-6.555056572E-1,7.713241577E-1,1.022684287E0
6.847678443E0,-1.774072051E-1,-7.154560089E-1,8.075256348E-1,1.093365569E0
6.852683366E0,-1.725810766E-1,-7.235555649E-1,8.211479187E-1,1.107971474E0
6.857688280E0,-2.098863125E-1,-6.422996521E-1,9.543256760E-1,1.169332546E0
6.862693204E0,-2.052773237E-1,-6.486778259E-1,9.649128914E-1,1.180668704E0
6.867698050E0,-8.686017990E-2,-7.326774597E-1,9.766974449E-1,1.224050183E0
6.872702978E0,-7.873708010E-2,-7.476606369E-1,1.104342461E0,1.335952180E0
6.877677209E0,-3.614205122E-2,-7.904906273E-1,1.112548351E0,1.365263899E0
6.882682055E0,-1.123882532E-1,-8.244066238E-1,1.105041027E0,1.383254522E0
6.887687050E0,-1.083898544E-1,-8.297958374E-1,1.114107132E0,1.393393051E0
6.892691896E0,-1.794347167E-1,-8.715429306E-1,1.282537460E0,1.560988864E0
6.897696799E0,-1.742044091E-1,-8.742761612E-1,1.286539078E0,1.565212056E0
6.902701722E0,-3.959624767E-1,-8.386173248E-1,1.289620876E0,1.588454376E0
6.907706660E0,-3.889538050E-1,-8.414630890E-1,1.274612904E0,1.576065749E0
6.912680891E0,-2.693893909E-1,-9.223074913E-1,1.280445099E0,1.600862706E0
6.917685814E0,-3.387241960E-1,-1.041745663E0,1.287545681E0,1.690485725E0
6.922690742E0,-3.328897953E-1,-1.045443058E0,1.293281078E0,1.695978405E0
6.927695588E0,-2.849928737E-1,-1.247097492E0,1.521915913E0,1.988140120E0
6.932700511E0,-2.823193073E-1,-1.242637157E0,1.513144016E0,1.978245715E0
6.937705434E0,-1.621932983E-1,-1.244586468E0,1.515796661E0,1.967979080E0
6.942679665E0,-1.569893360E-1,-1.246510983E0,1.518415451E0,1.970791913E0
6.947684511E0,-7.488143444E-2,-1.207658768E0,1.669108391E0,2.061545476E0
6.952689435E0,-1.831378341E-1,-1.361835480E0,1.670064926E0,2.162695586E0
6.957694358E0,-1.775492430E-1,-1.362109184E0,1.669569016E0,2.162018932E0
6.962699300E0,-5.755883455E-2,-1.554078579E0,1.832734108E0,2.403619679E0
6.967703992E0,-4.789322615E-2,-1.559324741E0,1.840767860E0,2.412926382E0
6.972678449E0,-4.308664799E-2,-1.675028801E0,1.841142178E0,2.489454250E0
6.977683372E0,-4.168003798E-2,-1.670196533E0,1.831920624E0,2.479360171E0
6.982688218E0,-7.520687580E-2,-1.821346760E0,2.091538429E0,2.774435635E0
6.987693218E0,-6.976789236E-2,-1.819478512E0,2.087144852E0,2.769755088E0
6.992698064E0,-1.329674721E-1,-1.936123848E0,2.087912560E0,2.850549905E0
6.997702996E0,-2.090865970E-1,-2.044447422E0,2.303616524E0,3.087091115E0
7.002677227E0,-1.967108250E-1,-2.043570042E0,2.299932480E0,3.082947141E0
7.007682150E0,-3.107512891E-1,-2.191153049E0,2.289794922E0,3.184474656E0
7.012686991E0,-3.026986420E-1,-2.188218594E0,2.283085346E0,3.176854699E0
7.017691914E0,-2.562667131E-1,-2.258820534E0,2.524977684E0,3.397566061E0
7.022696837E0,-2.489061356E-1,-2.252302170E0,2.511903763E0,3.382969087E0
7.027701755E0,-1.597345471E-1,-2.246989250E0,2.500172615E0,3.365314090E0
7.032706448E0,3.281116486E-2,-2.157927036E0,2.558372974E0,3.347087980E0
7.037681140E0,3.898841143E-2,-2.146008015E0,2.535968304E0,3.322349430E0
7.042685846E0,4.500925541E-2,-2.134107113E0,2.513758183E0,3.297790048E0
7.047690769E0,5.095410347E-2,-2.122217655E0,2.491720676E0,3.273389073E0
7.052695621E0,5.731779337E-2,-2.187035561E0,2.523066044E0,3.339501779E0
7.057700544E0,6.340032816E-2,-2.173334122E0,2.498115540E0,3.311794386E0
7.062705467E0,6.946915388E-2,-2.315198898E0,2.477802277E0,3.391824881E0
7.067679703E0,1.131860018E-1,-2.303964615E0,2.457477570E0,3.370498483E0
7.072684626E0,1.186065674E-1,-2.287419319E0,2.753234386E0,3.581431871E0
7.077689462E0,1.615043283E-1,-2.499007225E0,2.721146584E0,3.698075106E0
7.082694385E0,1.663149595E-1,-2.480648994E0,2.689361572E0,3.662505395E0
7.087699289E0,2.087685466E-1,-2.606569290E0,2.839360714E0,3.860020341E0
7.092703981E0,2.165222168E-1,-2.571689606E0,2.780628204E0,3.793726731E0
7.097708904E0,2.148975730E-1,-2.750053883E0,2.760238171E0,3.902293183E0
7.102683351E0,2.239406705E-1,-2.955983162E0,2.719825745E0,4.023112969E0
7.107688274E0,2.226705551E-1,-2.946634293E0,2.704919338E0,4.006098408E0
7.112693091E0,3.395265341E-2,-3.007080078E0,2.678051949E0,4.026865483E0
7.117698014E0,4.185307026E-2,-2.978838921E0,2.632240295E0,3.975414691E0
7.122702947E0,-3.521388769E-2,-3.082273006E0,2.844074249E0,4.194091706E0
7.127677178E0,-3.131425381E-2,-3.060616970E0,2.809751034E0,4.154883595E0
7.132682101E0,-2.367132902E-2,-3.299338341E0,2.763716221E0,4.303988983E0
7.137687053E0,8.873981237E-2,-3.405386925E0,2.750222206E0,4.378156809E0
7.142691899E0,9.154170752E-2,-3.379212379E0,3.361024857E0,4.766963843E0
