"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
1.497463715E2,6.504547654E1,2.543626970E1,8.517608191E0,2.600000000E1,1.000000000E0,3.462999878E2,1.858665029E-1,2.500000000E0,3.000000000E0,2.700000000E1
1.507460584E2,6.504548836E1,2.543625059E1,8.517601478E0,2.600000000E1,1.129999995E0,3.487999878E2,1.873502420E-1,3.000000000E0,4.000000000E0,2.600000000E1
1.517543743E2,6.504550077E1,2.543623894E1,8.517595262E0,2.600000000E1,1.179999948E0,3.580000000E2,1.885994590E-1,2.500000000E0,3.000000000E0,2.800000000E1
1.527457884E2,6.504551200E1,2.543623835E1,8.517590618E0,2.600000000E1,9.899999499E-1,3.558999939E2,1.897222011E-1,2.500000000E0,3.000000000E0,2.400000000E1
1.537470872E2,6.504552206E1,2.543623625E1,8.517586304E0,2.600000000E1,1.059999943E0,3.535000000E2,1.909703233E-1,2.500000000E0,3.000000000E0,2.600000000E1
1.547455380E2,6.504553220E1,2.543622485E1,8.517581036E0,2.600000000E1,1.039999962E0,3.527000122E2,1.921229997E-1,2.500000000E0,3.000000000E0,2.400000000E1
1.557413369E2,6.504554117E1,2.543621253E1,8.517576157E0,2.600000000E1,9.399999976E-1,3.532999878E2,1.931429223E-1,2.500000000E0,3.000000000E0,2.500000000E1
1.567490947E2,6.504554942E1,2.543620306E1,8.517571850E0,2.600000000E1,1.049999952E0,3.502999878E2,1.943518648E-1,2.000000000E0,3.000000000E0,2.500000000E1
1.577484893E2,6.504555977E1,2.543619518E1,7.517566844E0,2.500000000E1,9.599999785E-1,3.546000061E2,1.953048484E-1,2.000000000E0,3.000000000E0,2.300000000E1
1.587425267E2,6.504556795E1,2.543618906E1,7.517562902E0,2.500000000E1,1.039999962E0,3.582000122E2,1.961782208E-1,2.000000000E0,3.000000000E0,2.200000000E1
1.597470137E2,6.504557557E1,2.543618462E1,7.517559348E0,2.500000000E1,9.099999666E-1,2.700000048E0,1.972031695E-1,2.000000000E0,3.000000000E0,1.800000000E1
1.607501001E2,6.504558241E1,2.543619929E1,7.517558008E0,2.500000000E1,4.499999881E-1,5.699999809E0,1.976143962E-1,2.000000000E0,3.000000000E0,2.400000000E1
1.617534191E2,6.504558509E1,2.543619325E1,6.517556316E0,2.400000000E1,1.799999923E-1,7.500000000E0,1.991071540E-1,2.000000000E0,3.000000000E0,1.500000000E1
1.627456385E2,6.504559477E1,2.543621530E1,6.517554542E0,2.400000000E1,6.100000143E-1,2.000000000E1,2.009727165E-1,2.000000000E0,3.000000000E0,2.900000000E1
1.637488748E2,6.504560851E1,2.543623810E1,6.517551183E0,2.400000000E1,5.899999738E-1,2.179999924E1,2.021377934E-1,1.500000000E0,3.000000000E0,2.900000000E1
1.647511385E2,6.504561857E1,2.543624505E1,6.517547763E0,2.400000000E1,6.299999952E-1,3.700000048E0,2.028946206E-1,1.500000000E0,3.000000000E0,2.400000000E1
1.657457211E2,6.504562528E1,2.543624782E1,5.517545299E0,2.300000000E1,6.200000048E-1,3.560000000E2,2.038275294E-1,2.000000000E0,3.000000000E0,2.600000000E1
1.667409399E2,6.504563169E1,2.543626064E1,6.517543949E0,2.400000000E1,5.699999928E-1,3.528999939E2,2.049644374E-1,1.500000000E0,3.000000000E0,2.900000000E1
1.677422771E2,6.504564137E1,2.543625285E1,5.517539225E0,2.300000000E1,1.000000000E0,3.512999878E2,2.063732009E-1,2.000000000E0,3.000000000E0,2.400000000E1
1.687460572E2,6.504565403E1,2.543625419E1,5.517534190E0,2.300000000E1,8.700000048E-1,3.508999939E2,2.076449352E-1,2.000000000E0,3.000000000E0,2.500000000E1
1.697399263E2,6.504566534E1,2.543625025E1,5.517529180E0,2.300000000E1,8.700000048E-1,3.487000122E2,2.089179667E-1,2.000000000E0,3.000000000E0,2.500000000E1
1.707476828E2,6.504567674E1,2.543625277E1,5.517524774E0,2.300000000E1,9.199999571E-1,3.495000000E2,2.102304581E-1,2.000000000E0,3.000000000E0,2.700000000E1
1.717473075E2,6.504568848E1,2.543625578E1,4.517520281E0,2.200000000E1,8.999999762E-1,3.511000061E2,2.112256601E-1,2.000000000E0,3.000000000E0,2.900000000E1
1.727458920E2,6.504569728E1,2.543625193E1,5.517516306E0,2.300000000E1,8.599999547E-1,3.555000000E2,2.119118262E-1,2.000000000E0,3.000000000E0,2.700000000E1
1.737411111E2,6.504570344E1,2.543625109E1,4.517513708E0,2.200000000E1,8.100000024E-1,3.563999939E2,2.127816251E-1,2.000000000E0,3.000000000E0,2.200000000E1
1.747420133E2,6.504571103E1,2.543624656E1,4.517510162E0,2.200000000E1,1.039999962E0,3.570000000E2,2.141284530E-1,2.500000000E0,3.000000000E0,2.500000000E1
1.757473376E2,6.504572314E1,2.543624631E1,4.517505192E0,2.200000000E1,9.399999976E-1,3.587999878E2,2.152866492E-1,2.000000000E0,3.000000000E0,2.400000000E1
1.767466408E2,6.504573336E1,2.543624162E1,3.517500552E0,2.100000000E1,9.699999690E-1,3.577000122E2,2.164620183E-1,2.000000000E0,3.000000000E0,2.200000000E1
1.777480959E2,6.504574363E1,2.543623567E1,3.517495771E0,2.100000000E1,9.499999881E-1,1.100000024E0,2.172589386E-1,2.000000000E0,3.000000000E0,2.500000000E1
1.787493958E2,6.504575080E1,2.543623583E1,3.517492861E0,2.100000000E1,8.599999547E-1,3.575000000E2,2.180408395E-1,2.000000000E0,3.000000000E0,2.700000000E1
1.797422398E2,6.504575767E1,2.543623231E1,2.517489706E0,2.000000000E1,7.699999809E-1,3.512999878E2,2.189891646E-1,2.000000000E0,3.000000000E0,2.700000000E1
1.807455572E2,6.504576509E1,2.543622234E1,2.517485690E0,2.000000000E1,7.899999619E-1,3.507000122E2,2.198332792E-1,2.000000000E0,3.000000000E0,2.900000000E1
1.817493593E2,6.504577263E1,2.543622033E1,2.517482410E0,2.000000000E1,8.599999547E-1,3.575000000E2,2.206649260E-1,2.500000000E0,3.000000000E0,2.900000000E1
1.827501113E2,6.504578005E1,2.543622259E1,2.517479605E0,2.000000000E1,7.400000095E-1,3.532999878E2,2.217004254E-1,2.500000000E0,3.000000000E0,2.300000000E1
1.837490681E2,6.504578927E1,2.543621949E1,1.517475533E0,1.900000000E1,4.599999785E-1,3.517999878E2,2.230507868E-1,2.000000000E0,3.000000000E0,2.400000000E1
1.847491932E2,6.504580013E1,2.543623240E1,1.517472379E0,1.900000000E1,5.600000024E-1,3.481000061E2,2.239570664E-1,2.000000000E0,3.000000000E0,2.900000000E1
1.857494281E2,6.504580779E1,2.543622586E1,1.517468600E0,1.900000000E1,6.399999857E-1,3.527999878E2,2.248967276E-1,2.000000000E0,3.000000000E0,2.300000000E1
1.867483134E2,6.504581584E1,2.543621974E1,5.174647080E-1,1.800000000E1,5.600000024E-1,7.199999809E0,2.264296501E-1,2.000000000E0,3.000000000E0,1.900000000E1
1.877511474E2,6.504582888E1,2.543623039E1,5.174604401E-1,1.800000000E1,4.499999881E-1,1.210000038E1,2.274754124E-1,2.000000000E0,3.000000000E0,3.000000000E1
1.887479189E2,6.504583826E1,2.543623173E1,1.517456740E0,1.900000000E1,1.799999923E-1,1.500000000E1,2.278035353E-1,2.000000000E0,3.000000000E0,2.800000000E1
1.897459541E2,6.504584120E1,2.543623248E1,2.517455616E0,2.000000000E1,3.499999940E-1,1.660000038E1,2.287005755E-1,2.000000000E0,3.000000000E0,2.900000000E1
1.907509356E2,6.504584908E1,2.543622837E1,3.517451992E0,2.100000000E1,5.099999905E-1,1.899999976E0,2.297830422E-1,2.000000000E0,3.000000000E0,2.800000000E1
1.917515824E2,6.504585838E1,2.543622158E1,4.517447521E0,2.200000000E1,5.199999809E-1,3.571000061E2,2.305397053E-1,2.000000000E0,3.000000000E0,2.800000000E1
1.927523610E2,6.504586504E1,2.543621832E1,3.517444476E0,2.100000000E1,6.100000143E-1,3.516000061E2,2.309272146E-1,2.000000000E0,3.000000000E0,2.200000000E1
1.937412654E2,6.504586852E1,2.543621781E1,3.517443006E0,2.100000000E1,4.899999797E-1,3.478999939E2,2.316189546E-1,2.000000000E0,3.000000000E0,2.800000000E1
1.947475290E2,6.504587380E1,2.543621002E1,3.517440077E0,2.100000000E1,5.699999928E-1,3.348999939E2,2.323112359E-1,2.000000000E0,3.000000000E0,3.100000000E1
1.957497845E2,6.504587942E1,2.543620365E1,3.517437152E0,2.100000000E1,7.799999714E-1,3.266000061E2,2.336446918E-1,2.000000000E0,3.000000000E0,2.700000000E1
1.967531639E2,6.504589036E1,2.543619200E1,3.517431531E0,2.100000000E1,7.500000000E-1,3.261000061E2,2.346768701E-1,2.000000000E0,3.000000000E0,2.700000000E1
1.977479217E2,6.504589886E1,2.543618320E1,3.517427185E0,2.100000000E1,7.599999905E-1,3.332000122E2,2.357856860E-1,2.000000000E0,3.000000000E0,2.800000000E1
1.987513833E2,6.504590880E1,2.543618110E1,3.517422921E0,2.100000000E1,7.999999523E-1,3.371000061E2,2.369101960E-1,2.000000000E0,3.000000000E0,2.600000000E1
1.997478466E2,6.504591831E1,2.543617297E1,2.517418230E0,2.000000000E1,6.699999571E-1,3.386000061E2,2.378579988E-1,2.000000000E0,3.000000000E0,2.600000000E1
2.007485680E2,6.504592627E1,2.543616576E1,2.517414263E0,2.000000000E1,6.699999571E-1,3.500000000E2,2.387958301E-1,2.500000000E0,3.000000000E0,2.600000000E1
2.017491555E2,6.504593377E1,2.543615662E1,2.517410294E0,2.000000000E1,6.499999762E-1,3.578999939E2,2.401032152E-1,2.500000000E0,3.000000000E0,3.100000000E1
2.027488295E2,6.504594513E1,2.543614942E1,2.517404941E0,2.000000000E1,8.799999952E-1,0.000000000E0,2.411419817E-1,2.500000000E0,3.000000000E0,2.900000000E1
2.037496355E2,6.504595381E1,2.543614120E1,2.517400584E0,2.000000000E1,5.899999738E-1,3.596000061E2,2.423470287E-1,2.500000000E0,3.000000000E0,2.200000000E1
2.047490375E2,6.504596382E1,2.543613140E1,1.517395520E0,1.900000000E1,6.399999857E-1,3.575000000E2,2.435723280E-1,2.500000000E0,4.000000000E0,2.100000000E1
2.057489630E2,6.504597346E1,2.543611874E1,1.517390328E0,1.900000000E1,5.199999809E-1,3.541000061E2,2.449814393E-1,2.000000000E0,3.000000000E0,2.200000000E1
2.067438386E2,6.504598499E1,2.543610625E1,1.517384383E0,1.900000000E1,7.699999809E-1,3.440000000E2,2.461687860E-1,2.500000000E0,4.000000000E0,2.400000000E1
2.077534433E2,6.504599542E1,2.543610089E1,5.173795882E-1,1.800000000E1,5.699999928E-1,3.491000061E2,2.469254787E-1,2.500000000E0,3.000000000E0,2.700000000E1
2.087542853E2,6.504600217E1,2.543610298E1,5.173770401E-1,1.800000000E1,5.799999833E-1,3.598999939E2,2.478978847E-1,2.500000000E0,4.000000000E0,2.300000000E1
2.097471504E2,6.504601072E1,2.543610734E1,5.173739805E-1,1.800000000E1,5.899999738E-1,1.050000000E1,2.499692628E-1,2.000000000E0,3.000000000E0,2.000000000E1
2.107478580E2,6.504602887E1,2.543611731E1,5.173675583E-1,1.800000000E1,4.799999893E-1,1.580000019E1,2.518915189E-1,2.500000000E0,4.000000000E0,2.700000000E1
2.117524382E2,6.504604559E1,2.543612771E1,5.173617600E-1,1.800000000E1,4.899999797E-1,1.500000000E1,2.540608967E-1,2.000000000E0,3.000000000E0,2.800000000E1
2.127520984E2,6.504606470E1,2.543613701E1,1.517354878E0,1.900000000E1,5.999999642E-1,9.399999619E0,2.554356394E-1,2.000000000E0,3.000000000E0,2.900000000E1
2.137500619E2,6.504607706E1,2.543613710E1,1.517349837E0,1.900000000E1,7.999999523E-1,3.400000095E0,2.567668009E-1,2.000000000E0,3.000000000E0,2.100000000E1
2.147478908E2,6.504608892E1,2.543614095E1,1.517345376E0,1.900000000E1,7.299999595E-1,3.545000000E2,2.580483095E-1,2.000000000E0,3.000000000E0,1.500000000E1
2.157465581E2,6.504609990E1,2.543613265E1,1.517340068E0,1.900000000E1,5.000000000E-1,3.437999878E2,2.600956321E-1,2.000000000E0,3.000000000E0,2.500000000E1
2.167491757E2,6.504611524E1,2.543610851E1,3.517331406E0,2.100000000E1,5.600000024E-1,3.387999878E2,2.616692104E-1,2.000000000E0,4.000000000E0,2.900000000E1
2.177507468E2,6.504612740E1,2.543609133E1,5.517324736E0,2.300000000E1,6.699999571E-1,3.361000061E2,2.631073991E-1,2.000000000E0,4.000000000E0,2.800000000E1
2.187479547E2,6.504613892E1,2.543607742E1,5.517318647E0,2.300000000E1,7.599999905E-1,3.427999878E2,2.642595512E-1,2.000000000E0,3.000000000E0,2.900000000E1
2.197497290E2,6.504614894E1,2.543607113E1,5.517313931E0,2.300000000E1,8.799999952E-1,3.387000122E2,2.650743373E-1,2.000000000E0,3.000000000E0,2.500000000E1
2.207581759E2,6.504615619E1,2.543606861E1,5.517310720E0,2.300000000E1,9.499999881E-1,3.392999878E2,2.660437291E-1,2.000000000E0,3.000000000E0,2.900000000E1
2.217541122E2,6.504616390E1,2.543605898E1,5.517306612E0,2.300000000E1,7.699999809E-1,3.457999878E2,2.667193691E-1,2.000000000E0,3.000000000E0,2.900000000E1
2.227524147E2,6.504616981E1,2.543605562E1,5.517303866E0,2.300000000E1,7.099999785E-1,3.591000061E2,2.673392156E-1,2.000000000E0,3.000000000E0,2.800000000E1
2.237523943E2,6.504617538E1,2.543605546E1,5.517301572E0,2.300000000E1,9.699999690E-1,3.553999939E2,2.681166087E-1,2.000000000E0,3.000000000E0,3.000000000E1
2.247516881E2,6.504618184E1,2.543604909E1,5.517298303E0,2.300000000E1,5.500000119E-1,3.495000000E2,2.690303341E-1,2.000000000E0,3.000000000E0,2.900000000E1
2.257499660E2,6.504618724E1,2.543603442E1,5.517294637E0,2.300000000E1,6.100000143E-1,3.387999878E2,2.699123627E-1,2.000000000E0,3.000000000E0,2.400000000E1
2.267532143E2,6.504619433E1,2.543602595E1,5.517290903E0,2.300000000E1,7.099999785E-1,3.177999878E2,2.710438548E-1,2.000000000E0,3.000000000E0,2.700000000E1
2.277484720E2,6.504620128E1,2.543600835E1,6.517286312E0,2.400000000E1,6.399999857E-1,3.075000000E2,2.722030920E-1,2.000000000E0,3.000000000E0,2.800000000E1
2.287519475E2,6.504621042E1,2.543599645E1,6.517281397E0,2.400000000E1,6.699999571E-1,3.086000061E2,2.733523772E-1,2.000000000E0,3.000000000E0,3.000000000E1
2.297511150E2,6.504621989E1,2.543598664E1,6.517276553E0,2.400000000E1,5.399999619E-1,3.220000000E2,2.743873866E-1,2.000000000E0,3.000000000E0,2.800000000E1
2.307479436E2,6.504622806E1,2.543597608E1,6.517272164E0,2.400000000E1,5.799999833E-1,3.158999939E2,2.750687516E-1,2.000000000E0,3.000000000E0,2.800000000E1
2.317480061E2,6.504623309E1,2.543596778E1,6.517269285E0,2.400000000E1,5.500000119E-1,3.158999939E2,2.758083123E-1,2.000000000E0,3.000000000E0,3.000000000E1
2.327449567E2,6.504623724E1,2.543595546E1,6.517266365E0,2.400000000E1,5.399999619E-1,3.162999878E2,2.766167357E-1,2.000000000E0,3.000000000E0,2.800000000E1
2.337482790E2,6.504624143E1,2.543594138E1,6.517263253E0,2.400000000E1,4.199999869E-1,3.147999878E2,2.778578965E-1,2.000000000E0,3.000000000E0,2.800000000E1
2.347500942E2,6.504624960E1,2.543592336E1,6.517258123E0,2.400000000E1,5.199999809E-1,3.166000061E2,2.789702637E-1,2.000000000E0,3.000000000E0,3.000000000E1
2.357506894E2,6.504625790E1,2.543591011E1,6.517253416E0,2.400000000E1,5.600000024E-1,3.207999878E2,2.802574020E-1,2.000000000E0,3.000000000E0,2.900000000E1
2.367465589E2,6.504626846E1,2.543589888E1,6.517247984E0,2.400000000E1,9.799999595E-1,3.311000061E2,2.817161186E-1,2.000000000E0,3.000000000E0,2.500000000E1
2.377524808E2,6.504628037E1,2.543588581E1,5.517241820E0,2.300000000E1,9.199999571E-1,3.378999939E2,2.828311638E-1,2.000000000E0,3.000000000E0,2.600000000E1
2.387499019E2,6.504629030E1,2.543588254E1,4.517237436E0,2.200000000E1,7.599999905E-1,3.416000061E2,2.847819711E-1,1.500000000E0,3.000000000E0,2.800000000E1
2.397512857E2,6.504630761E1,2.543587575E1,3.517229688E0,2.100000000E1,9.199999571E-1,3.455000000E2,2.857076393E-1,1.500000000E0,3.000000000E0,2.600000000E1
2.407487994E2,6.504631549E1,2.543586938E1,3.517225835E0,2.100000000E1,7.199999690E-1,3.462000122E2,2.866025605E-1,2.000000000E0,3.000000000E0,3.000000000E1
2.417521422E2,6.504632316E1,2.543586359E1,2.517222126E0,2.000000000E1,1.000000000E0,3.501000061E2,2.877617629E-1,1.500000000E0,3.000000000E0,2.700000000E1
2.427593609E2,6.504633141E1,2.543584851E1,2.517217251E0,2.000000000E1,9.499999881E-1,3.416000061E2,2.889787631E-1,2.000000000E0,3.000000000E0,2.800000000E1
2.437459354E2,6.504634126E1,2.543583719E1,2.517212101E0,2.000000000E1,9.300000072E-1,3.297000122E2,2.901961461E-1,2.000000000E0,3.000000000E0,2.800000000E1
2.447453924E2,6.504635103E1,2.543582546E1,2.517206943E0,2.000000000E1,1.090000033E0,3.333999939E2,2.911559865E-1,2.000000000E0,3.000000000E0,3.100000000E1
2.457487234E2,6.504635916E1,2.543581858E1,2.517202936E0,2.000000000E1,6.899999976E-1,3.285000000E2,2.922895549E-1,2.000000000E0,3.000000000E0,2.800000000E1
2.467452388E2,6.504636653E1,2.543580190E1,2.517198262E0,2.000000000E1,8.799999952E-1,3.202999878E2,2.933507293E-1,2.000000000E0,3.000000000E0,2.500000000E1
2.477501031E2,6.504637437E1,2.543578899E1,2.517193774E0,2.000000000E1,7.299999595E-1,3.237999878E2,2.945274776E-1,2.000000000E0,3.000000000E0,2.800000000E1
2.487534270E2,6.504638434E1,2.543578061E1,1.517188863E0,1.900000000E1,7.400000095E-1,3.237999878E2,2.954808331E-1,2.000000000E0,3.000000000E0,2.600000000E1
2.497514777E2,6.504639193E1,2.543577114E1,1.517184820E0,1.900000000E1,7.400000095E-1,3.221000061E2,2.963844493E-1,2.000000000E0,3.000000000E0,2.700000000E1
2.507488166E2,6.504639780E1,2.543575781E1,2.517181096E0,2.000000000E1,6.200000048E-1,3.193999939E2,2.971037044E-1,2.000000000E0,3.000000000E0,2.500000000E1
2.517607512E2,6.504640262E1,2.543574759E1,2.517178108E0,2.000000000E1,7.400000095E-1,3.158999939E2,2.982166268E-1,2.000000000E0,3.000000000E0,2.800000000E1
2.527514446E2,6.504640840E1,2.543572823E1,2.517173817E0,2.000000000E1,6.200000048E-1,3.061000061E2,2.990122997E-1,2.000000000E0,3.000000000E0,3.000000000E1
2.537528280E2,6.504641096E1,2.543571238E1,3.517171195E0,2.100000000E1,6.999999881E-1,3.037000122E2,2.999558536E-1,2.000000000E0,3.000000000E0,2.900000000E1
2.547498718E2,6.504641590E1,2.543569604E1,3.517167546E0,2.100000000E1,7.400000095E-1,2.962000122E2,3.009660363E-1,2.000000000E0,3.000000000E0,3.000000000E1
2.557467787E2,6.504642277E1,2.543568196E1,3.517163335E0,2.100000000E1,8.599999547E-1,2.956000061E2,3.026494127E-1,2.000000000E0,3.000000000E0,2.900000000E1
2.567516171E2,6.504643057E1,2.543565120E1,4.517157086E0,2.200000000E1,1.129999995E0,2.963999939E2,3.039972976E-1,2.000000000E0,3.000000000E0,2.700000000E1
2.577515694E2,6.504643510E1,2.543562454E1,4.517152581E0,2.200000000E1,1.129999995E0,3.011000061E2,3.057227177E-1,2.000000000E0,3.000000000E0,2.900000000E1
2.587485807E2,6.504644536E1,2.543559697E1,4.517145638E0,2.200000000E1,1.379999995E0,3.112999878E2,3.077741546E-1,2.000000000E0,3.000000000E0,2.800000000E1
2.597501525E2,6.504645626E1,2.543556168E1,4.517137668E0,2.200000000E1,1.419999957E0,3.077999878E2,3.092552414E-1,2.000000000E0,3.000000000E0,2.900000000E1
2.607460480E2,6.504646192E1,2.543553310E1,4.517132508E0,2.200000000E1,1.259999990E0,3.005000000E2,3.104344528E-1,2.000000000E0,3.000000000E0,2.800000000E1
2.617503185E2,6.504646732E1,2.543551147E1,4.517128144E0,2.200000000E1,8.999999762E-1,2.946000061E2,3.116858703E-1,2.000000000E0,3.000000000E0,2.800000000E1
2.627475120E2,6.504647118E1,2.543548641E1,4.517124071E0,2.200000000E1,9.199999571E-1,2.827999878E2,3.128481811E-1,1.500000000E0,3.000000000E0,2.900000000E1
2.637493693E2,6.504647256E1,2.543546185E1,4.517121060E0,2.200000000E1,8.899999857E-1,2.757999878E2,3.139302981E-1,2.000000000E0,3.000000000E0,3.000000000E1
2.647481958E2,6.504647713E1,2.543544148E1,5.517117163E0,2.300000000E1,1.009999990E0,2.806000061E2,3.151515769E-1,1.500000000E0,3.000000000E0,3.100000000E1
2.657488104E2,6.504648057E1,2.543541675E1,5.517113294E0,2.300000000E1,9.199999571E-1,2.837000122E2,3.164940826E-1,1.500000000E0,3.000000000E0,3.000000000E1
2.667502996E2,6.504648547E1,2.543539060E1,6.517108684E0,2.400000000E1,1.299999952E0,2.980000000E2,3.179107478E-1,2.000000000E0,3.000000000E0,3.000000000E1
2.677431228E2,6.504649058E1,2.543536294E1,6.517103837E0,2.400000000E1,1.120000005E0,3.008999939E2,3.192758360E-1,2.000000000E0,3.000000000E0,3.000000000E1
2.687522598E2,6.504649490E1,2.543533570E1,7.517099358E0,2.500000000E1,1.059999943E0,2.990000000E2,3.206461415E-1,2.000000000E0,3.000000000E0,3.100000000E1
2.697509658E2,6.504649876E1,2.543530796E1,7.517095017E0,2.500000000E1,1.079999924E0,2.990000000E2,3.217792091E-1,2.000000000E0,3.000000000E0,3.100000000E1
2.707473405E2,6.504650144E1,2.543528466E1,8.517091598E0,2.600000000E1,9.399999976E-1,2.980000000E2,3.227123344E-1,2.000000000E0,3.000000000E0,3.000000000E1
2.717462925E2,6.504650303E1,2.543526513E1,8.517089001E0,2.600000000E1,1.039999962E0,3.025000000E2,3.237362492E-1,1.500000000E0,3.000000000E0,3.100000000E1
2.727436558E2,6.504650584E1,2.543524434E1,9.517085781E0,2.700000000E1,9.599999785E-1,3.011000061E2,3.248806402E-1,2.000000000E0,3.000000000E0,3.000000000E1
2.737502719E2,6.504650865E1,2.543522087E1,9.517082294E0,2.700000000E1,1.199999928E0,3.015000000E2,3.263218170E-1,2.000000000E0,3.000000000E0,3.100000000E1
2.747507752E2,6.504651322E1,2.543519212E1,9.517077560E0,2.700000000E1,9.899999499E-1,3.001000061E2,3.275616744E-1,2.000000000E0,3.000000000E0,3.100000000E1
2.757452513E2,6.504651372E1,2.543516572E1,1.051707472E1,2.800000000E1,9.399999976E-1,2.911000061E2,3.289223631E-1,2.000000000E0,3.000000000E0,3.000000000E1
2.767475172E2,6.504651393E1,2.543513671E1,1.051707175E1,2.800000000E1,1.079999924E0,2.846000061E2,3.303384121E-1,2.000000000E0,3.000000000E0,3.100000000E1
2.777523838E2,6.504651531E1,2.543510671E1,1.151706819E1,2.900000000E1,1.090000033E0,2.828999939E2,3.317446033E-1,2.000000000E0,3.000000000E0,3.000000000E1
2.787466888E2,6.504651837E1,2.543507762E1,1.151706404E1,2.900000000E1,1.289999962E0,2.842000122E2,3.330655816E-1,2.000000000E0,3.000000000E0,3.100000000E1
2.797492891E2,6.504652109E1,2.543505021E1,1.151706020E1,2.900000000E1,1.149999976E0,2.855000000E2,3.342719302E-1,2.000000000E0,3.000000000E0,3.000000000E1
2.807488545E2,6.504652453E1,2.543502582E1,1.251705636E1,3.000000000E1,1.129999995E0,2.866000061E2,3.353809244E-1,2.000000000E0,3.000000000E0,3.100000000E1
2.817522711E2,6.504652436E1,2.543500219E1,1.251705407E1,3.000000000E1,1.240000010E0,2.833999939E2,3.367277503E-1,2.000000000E0,3.000000000E0,2.900000000E1
2.827490603E2,6.504652369E1,2.543497352E1,1.251705149E1,3.000000000E1,1.259999990E0,2.805000000E2,3.381710828E-1,2.000000000E0,3.000000000E0,3.000000000E1
2.837508808E2,6.504652344E1,2.543494276E1,1.251704853E1,3.000000000E1,1.100000024E0,2.765000000E2,3.388576824E-1,2.000000000E0,3.000000000E0,3.100000000E1
2.847492184E2,6.504652260E1,2.543492826E1,1.251704743E1,3.000000000E1,1.599999964E-1,2.746000061E2,3.388759745E-1,2.000000000E0,3.000000000E0,2.900000000E1
2.857398827E2,6.504652273E1,2.543492801E1,1.251704735E1,3.000000000E1,0.000000000E0,NaN,3.389074309E-1,2.000000000E0,3.000000000E0,3.100000000E1
2.867500554E2,6.504652273E1,2.543492734E1,1.251704729E1,3.000000000E1,0.000000000E0,NaN,3.389074309E-1,2.000000000E0,3.000000000E0,3.100000000E1
2.877480213E2,6.504652273E1,2.543492734E1,1.251704729E1,3.000000000E1,0.000000000E0,NaN,3.389074309E-1,2.000000000E0,3.000000000E0,2.900000000E1
2.887475797E2,6.504652273E1,2.543492734E1,1.251704729E1,3.000000000E1,0.000000000E0,NaN,3.395222452E-1,1.500000000E0,3.000000000E0,3.100000000E1
2.897506363E2,6.504652105E1,2.543493982E1,1.251704922E1,3.000000000E1,7.699999809E-1,2.748999939E2,3.409102661E-1,2.000000000E0,3.000000000E0,2.900000000E1
2.907506183E2,6.504652109E1,2.543491024E1,1.251704625E1,3.000000000E1,1.689999938E0,2.697000122E2,3.422958840E-1,1.500000000E0,3.000000000E0,2.700000000E1
2.917496954E2,6.504652168E1,2.543488073E1,1.251704307E1,3.000000000E1,1.240000010E0,2.706000061E2,3.434778526E-1,1.500000000E0,3.000000000E0,2.900000000E1
2.927506181E2,6.504652235E1,2.543485559E1,1.251704029E1,3.000000000E1,1.149999976E0,2.771000061E2,3.443919855E-1,1.500000000E0,3.000000000E0,3.100000000E1
2.937439809E2,6.504652428E1,2.543483664E1,1.151703761E1,2.900000000E1,1.139999986E0,2.786000061E2,3.456729648E-1,1.500000000E0,3.000000000E0,2.900000000E1
2.947463674E2,6.504652508E1,2.543480940E1,1.151703457E1,2.900000000E1,1.269999981E0,2.767999878E2,3.471600093E-1,1.500000000E0,3.000000000E0,2.800000000E1
2.957484824E2,6.504652550E1,2.543477772E1,1.151703124E1,2.900000000E1,1.259999990E0,2.750000000E2,3.484081148E-1,1.500000000E0,3.000000000E0,3.100000000E1
2.967448767E2,6.504652688E1,2.543475132E1,1.151702805E1,2.900000000E1,1.240000010E0,2.777999878E2,3.498692358E-1,1.500000000E0,3.000000000E0,3.000000000E1
2.977472736E2,6.504652809E1,2.543472030E1,1.151702446E1,2.900000000E1,1.279999971E0,2.732000122E2,3.511678349E-1,1.500000000E0,3.000000000E0,2.900000000E1
2.987459526E2,6.504653036E1,2.543469314E1,1.151702083E1,2.900000000E1,1.189999938E0,2.730000000E2,3.524101487E-1,1.500000000E0,3.000000000E0,2.800000000E1
2.997425587E2,6.504653212E1,2.543466699E1,1.151701750E1,2.900000000E1,1.289999962E0,2.718999939E2,3.537260058E-1,2.000000000E0,3.000000000E0,2.900000000E1
3.007487939E2,6.504653329E1,2.543463908E1,1.151701424E1,2.900000000E1,1.209999919E0,2.682000122E2,3.549578920E-1,2.000000000E0,3.000000000E0,3.000000000E1
3.017457012E2,6.504653228E1,2.543461293E1,1.151701204E1,2.900000000E1,1.100000024E0,2.587000122E2,3.563655506E-1,1.500000000E0,3.000000000E0,2.800000000E1
3.027503888E2,6.504653065E1,2.543458317E1,1.051700975E1,2.800000000E1,1.199999928E0,2.568999939E2,3.579073976E-1,2.000000000E0,3.000000000E0,2.800000000E1
3.037521949E2,6.504652684E1,2.543455157E1,1.051700816E1,2.800000000E1,1.169999957E0,2.617000122E2,3.593033982E-1,2.000000000E0,3.000000000E0,2.800000000E1
