"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
3.047492766E2,6.504652550E1,2.543452199E1,1.051700576E1,2.800000000E1,1.240000010E0,2.612999878E2,3.605382019E-1,2.000000000E0,3.000000000E0,2.900000000E1
3.057467960E2,6.504652566E1,2.543449567E1,1.051700307E1,2.800000000E1,1.220000029E0,2.617000122E2,3.617878019E-1,2.000000000E0,3.000000000E0,2.900000000E1
3.067520959E2,6.504652487E1,2.543446910E1,1.051700075E1,2.800000000E1,1.169999957E0,2.597000122E2,3.631829005E-1,2.000000000E0,3.000000000E0,2.800000000E1
3.077461239E2,6.504652063E1,2.543444110E1,1.051699970E1,2.800000000E1,1.240000010E0,2.538999939E2,3.644389196E-1,2.000000000E0,3.000000000E0,2.800000000E1
3.087503177E2,6.504652005E1,2.543441436E1,1.051699727E1,2.800000000E1,1.220000029E0,2.578999939E2,3.657697891E-1,2.000000000E0,3.000000000E0,2.700000000E1
3.097472972E2,6.504652068E1,2.543438603E1,1.051699419E1,2.800000000E1,1.169999957E0,2.698999939E2,3.669963196E-1,2.000000000E0,3.000000000E0,2.800000000E1
3.107512935E2,6.504652218E1,2.543436013E1,1.051699099E1,2.800000000E1,1.149999976E0,2.823999939E2,3.681647777E-1,2.000000000E0,3.000000000E0,2.700000000E1
3.117405725E2,6.504652516E1,2.543433624E1,1.151698739E1,2.900000000E1,1.250000000E0,2.827000122E2,3.696248732E-1,2.000000000E0,3.000000000E0,2.800000000E1
3.127452392E2,6.504652793E1,2.543430582E1,1.151698323E1,2.900000000E1,1.250000000E0,2.885000000E2,3.709485595E-1,2.000000000E0,3.000000000E0,2.900000000E1
3.137538906E2,6.504652990E1,2.543427799E1,1.151697965E1,2.900000000E1,1.189999938E0,2.873999939E2,3.721032460E-1,2.000000000E0,3.000000000E0,2.900000000E1
3.147484057E2,6.504653153E1,2.543425368E1,1.151697656E1,2.900000000E1,9.300000072E-1,2.870000000E2,3.732162592E-1,2.000000000E0,3.000000000E0,2.900000000E1
3.157463710E2,6.504653174E1,2.543422996E1,1.151697411E1,2.900000000E1,9.199999571E-1,2.832999878E2,3.742842851E-1,2.000000000E0,3.000000000E0,2.800000000E1
3.167502875E2,6.504653069E1,2.543420733E1,1.151697228E1,2.900000000E1,8.499999642E-1,2.787000122E2,3.755783066E-1,2.000000000E0,3.000000000E0,2.700000000E1
3.177490752E2,6.504653228E1,2.543418000E1,1.051696890E1,2.800000000E1,1.250000000E0,2.862999878E2,3.770579622E-1,2.000000000E0,3.000000000E0,2.700000000E1
3.187511164E2,6.504653404E1,2.543414874E1,1.151696507E1,2.900000000E1,1.419999957E0,2.847999878E2,3.784266001E-1,2.000000000E0,3.000000000E0,2.800000000E1
3.197476743E2,6.504653379E1,2.543411957E1,1.151696226E1,2.900000000E1,1.250000000E0,2.843999939E2,3.793557325E-1,2.000000000E0,3.000000000E0,2.800000000E1
3.207509933E2,6.504653337E1,2.543409979E1,1.151696046E1,2.900000000E1,1.159999967E0,2.813999939E2,3.802566296E-1,2.000000000E0,3.000000000E0,2.800000000E1
3.217515092E2,6.504653124E1,2.543408127E1,1.051695950E1,2.800000000E1,1.090000033E0,2.766000061E2,3.815272848E-1,2.000000000E0,3.000000000E0,2.700000000E1
3.227469239E2,6.504652964E1,2.543405444E1,1.051695748E1,2.800000000E1,1.059999943E0,2.785000000E2,3.828484856E-1,2.000000000E0,3.000000000E0,2.700000000E1
3.237466093E2,6.504652973E1,2.543402628E1,1.051695464E1,2.800000000E1,1.069999933E0,2.762000122E2,3.841499932E-1,2.000000000E0,3.000000000E0,2.800000000E1
3.247506705E2,6.504652973E1,2.543399854E1,1.051695187E1,2.800000000E1,1.129999995E0,2.797999878E2,3.854603680E-1,2.000000000E0,3.000000000E0,2.600000000E1
3.257495616E2,6.504652927E1,2.543397062E1,1.151694928E1,2.900000000E1,9.599999785E-1,2.786000061E2,3.863914531E-1,2.000000000E0,3.000000000E0,2.700000000E1
3.267440371E2,6.504652759E1,2.543395118E1,1.151694803E1,2.900000000E1,1.059999943E0,2.817999878E2,3.877267693E-1,2.000000000E0,3.000000000E0,2.700000000E1
3.277381842E2,6.504652688E1,2.543392276E1,1.151694549E1,2.900000000E1,1.009999990E0,2.792000122E2,3.888753905E-1,2.000000000E0,3.000000000E0,2.500000000E1
3.287519192E2,6.504652658E1,2.543389829E1,1.151694317E1,2.900000000E1,9.499999881E-1,2.652000122E2,3.897479768E-1,2.000000000E0,3.000000000E0,2.600000000E1
3.297475803E2,6.504652730E1,2.543387976E1,1.151694103E1,2.900000000E1,6.999999881E-1,2.642999878E2,3.909024907E-1,2.000000000E0,3.000000000E0,2.600000000E1
3.307457179E2,6.504652868E1,2.543385537E1,1.151693804E1,2.900000000E1,9.599999785E-1,2.702999878E2,3.922066291E-1,2.000000000E0,3.000000000E0,2.700000000E1
3.317492330E2,6.504653224E1,2.543382889E1,1.151693393E1,2.900000000E1,1.199999928E0,2.827000122E2,3.935654597E-1,2.000000000E0,3.000000000E0,2.600000000E1
3.327473022E2,6.504653677E1,2.543380198E1,1.151692940E1,2.900000000E1,1.149999976E0,2.840000000E2,3.950874184E-1,2.000000000E0,3.000000000E0,2.900000000E1
3.337476426E2,6.504653652E1,2.543376954E1,1.151692627E1,2.900000000E1,1.199999928E0,2.777999878E2,3.966721427E-1,2.000000000E0,3.000000000E0,2.700000000E1
3.347494140E2,6.504653668E1,2.543373576E1,1.151692283E1,2.900000000E1,1.289999962E0,2.757999878E2,3.983487086E-1,2.000000000E0,3.000000000E0,2.900000000E1
3.357456789E2,6.504653509E1,2.543370022E1,1.151691994E1,2.900000000E1,1.370000005E0,2.702999878E2,3.996250982E-1,2.000000000E0,3.000000000E0,2.800000000E1
3.367493607E2,6.504653279E1,2.543367357E1,1.151691823E1,2.900000000E1,1.250000000E0,2.667999878E2,4.009240821E-1,2.000000000E0,3.000000000E0,2.700000000E1
3.377545665E2,6.504653069E1,2.543364633E1,1.051691638E1,2.800000000E1,1.250000000E0,2.698999939E2,4.019779119E-1,2.000000000E0,3.000000000E0,2.700000000E1
3.387496771E2,6.504653078E1,2.543362387E1,1.051691411E1,2.800000000E1,1.189999938E0,2.820000000E2,4.030340083E-1,2.000000000E0,3.000000000E0,2.600000000E1
3.397506385E2,6.504653342E1,2.543360224E1,1.051691087E1,2.800000000E1,1.029999971E0,2.843999939E2,4.042191100E-1,2.000000000E0,3.000000000E0,2.800000000E1
3.407533859E2,6.504653476E1,2.543357718E1,9.516907820E0,2.700000000E1,1.069999933E0,2.887999878E2,4.055566209E-1,2.000000000E0,3.000000000E0,2.700000000E1
3.417513259E2,6.504653853E1,2.543355010E1,9.516903574E0,2.700000000E1,1.189999938E0,2.900000000E2,4.070090494E-1,2.000000000E0,3.000000000E0,2.800000000E1
3.427504739E2,6.504654113E1,2.543351976E1,9.516899483E0,2.700000000E1,1.449999928E0,2.925000000E2,4.085635108E-1,2.000000000E0,3.000000000E0,2.800000000E1
3.437517132E2,6.504654486E1,2.543348783E1,9.516894769E0,2.700000000E1,1.250000000E0,2.922999878E2,4.097876299E-1,2.000000000E0,3.000000000E0,2.900000000E1
3.447545360E2,6.504654620E1,2.543346193E1,9.516891637E0,2.700000000E1,1.279999971E0,2.851000061E2,4.109395636E-1,2.000000000E0,3.000000000E0,2.800000000E1
3.457508617E2,6.504654536E1,2.543343745E1,9.516889542E0,2.700000000E1,1.019999981E0,2.855000000E2,4.120045138E-1,2.000000000E0,3.000000000E0,2.700000000E1
3.467496241E2,6.504654674E1,2.543341499E1,9.516886735E0,2.700000000E1,1.039999962E0,2.867999878E2,4.131375561E-1,2.000000000E0,3.000000000E0,2.700000000E1
3.477501463E2,6.504654641E1,2.543339085E1,9.516884467E0,2.700000000E1,1.209999919E0,2.885000000E2,4.142378217E-1,2.000000000E0,3.000000000E0,2.700000000E1
3.487470993E2,6.504654901E1,2.543336822E1,9.516881145E0,2.700000000E1,1.149999976E0,2.882000122E2,4.154482023E-1,2.000000000E0,3.000000000E0,2.900000000E1
3.497513726E2,6.504654980E1,2.543334248E1,9.516878253E0,2.700000000E1,1.069999933E0,2.886000061E2,4.165524346E-1,2.000000000E0,3.000000000E0,2.900000000E1
3.507508084E2,6.504655093E1,2.543331910E1,9.516875458E0,2.700000000E1,1.240000010E0,2.787999878E2,4.179390934E-1,2.000000000E0,3.000000000E0,2.900000000E1
3.517477949E2,6.504655425E1,2.543329060E1,9.516871257E0,2.700000000E1,1.429999948E0,2.925000000E2,4.194081736E-1,2.000000000E0,3.000000000E0,2.800000000E1
3.527508035E2,6.504655932E1,2.543326168E1,9.516866292E0,2.700000000E1,1.309999943E0,3.025000000E2,4.207822227E-1,2.000000000E0,3.000000000E0,2.700000000E1
3.537479196E2,6.504656259E1,2.543323344E1,9.516862133E0,2.700000000E1,1.120000005E0,3.045000000E2,4.221132417E-1,2.000000000E0,3.000000000E0,2.800000000E1
3.547473089E2,6.504656430E1,2.543320536E1,9.516858628E0,2.700000000E1,1.179999948E0,3.002000122E2,4.233630949E-1,2.000000000E0,3.000000000E0,2.800000000E1
3.557497405E2,6.504656552E1,2.543317887E1,1.051685549E1,2.800000000E1,1.269999981E0,2.917999878E2,4.248672862E-1,2.000000000E0,3.000000000E0,2.800000000E1
3.567555562E2,6.504656430E1,2.543314693E1,1.051685281E1,2.800000000E1,1.319999933E0,2.812999878E2,4.262873664E-1,2.000000000E0,3.000000000E0,2.800000000E1
3.577489745E2,6.504655852E1,2.543311995E1,1.051685249E1,2.800000000E1,1.259999990E0,2.751000061E2,4.273837859E-1,2.000000000E0,3.000000000E0,2.800000000E1
3.587492247E2,6.504655739E1,2.543309673E1,1.051685064E1,2.800000000E1,1.339999914E0,2.736000061E2,4.287579096E-1,2.000000000E0,3.000000000E0,2.900000000E1
3.597483129E2,6.504655852E1,2.543306756E1,1.051684727E1,2.800000000E1,1.209999919E0,2.813999939E2,4.299301124E-1,2.000000000E0,3.000000000E0,2.900000000E1
3.607513119E2,6.504655881E1,2.543304258E1,1.051684466E1,2.800000000E1,1.399999976E0,2.840000000E2,4.313375451E-1,2.000000000E0,3.000000000E0,2.900000000E1
3.617509714E2,6.504656091E1,2.543301299E1,1.151684085E1,2.900000000E1,1.370000005E0,2.927000122E2,4.324701268E-1,2.000000000E0,3.000000000E0,2.900000000E1
3.627413747E2,6.504656108E1,2.543298885E1,1.051683838E1,2.800000000E1,1.179999948E0,2.958999939E2,4.332870875E-1,2.000000000E0,3.000000000E0,2.900000000E1
3.637537495E2,6.504656397E1,2.543297284E1,1.151683559E1,2.900000000E1,9.799999595E-1,3.096000061E2,4.338675065E-1,2.000000000E0,3.000000000E0,2.900000000E1
3.647479514E2,6.504656644E1,2.543296195E1,1.151683349E1,2.900000000E1,7.899999619E-1,3.248999939E2,4.344878094E-1,2.000000000E0,3.000000000E0,2.700000000E1
3.657501868E2,6.504657139E1,2.543295583E1,1.151683085E1,2.900000000E1,9.599999785E-1,3.431000061E2,4.355153424E-1,2.000000000E0,3.000000000E0,2.800000000E1
3.667534044E2,6.504657834E1,2.543294141E1,1.051682655E1,2.800000000E1,9.899999499E-1,3.503999939E2,4.360861809E-1,2.000000000E0,3.000000000E0,2.800000000E1
3.677458721E2,6.504658316E1,2.543293722E1,1.051682415E1,2.800000000E1,8.299999833E-1,3.537999878E2,4.366395566E-1,2.000000000E0,3.000000000E0,2.900000000E1
3.687407288E2,6.504658781E1,2.543294141E1,1.051682265E1,2.800000000E1,1.029999971E0,2.400000095E0,4.373468363E-1,2.000000000E0,3.000000000E0,2.900000000E1
3.697461398E2,6.504659293E1,2.543295038E1,9.516821446E0,2.700000000E1,9.599999785E-1,6.599999905E0,4.385368882E-1,2.000000000E0,3.000000000E0,2.800000000E1
3.707515086E2,6.504660349E1,2.543294627E1,9.516816694E0,2.700000000E1,1.199999928E0,1.799999952E0,4.398791964E-1,2.000000000E0,3.000000000E0,2.700000000E1
3.717543692E2,6.504661552E1,2.543294870E1,9.516811992E0,2.700000000E1,1.230000019E0,1.799999952E0,4.412845598E-1,1.500000000E0,3.000000000E0,2.900000000E1
3.727509132E2,6.504662796E1,2.543294351E1,8.516806356E0,2.600000000E1,1.209999919E0,6.999999881E-1,4.425220753E-1,1.500000000E0,3.000000000E0,2.900000000E1
3.737486641E2,6.504663903E1,2.543294636E1,8.516802092E0,2.600000000E1,1.209999919E0,3.572000122E2,4.439359462E-1,2.000000000E0,3.000000000E0,2.800000000E1
3.747526783E2,6.504665156E1,2.543295147E1,8.516797450E0,2.600000000E1,1.240000010E0,3.576000061E2,4.452030208E-1,1.500000000E0,3.000000000E0,2.800000000E1
3.757505868E2,6.504666287E1,2.543294828E1,8.516792480E0,2.600000000E1,1.220000029E0,3.552999878E2,4.464306757E-1,2.000000000E0,3.000000000E0,2.400000000E1
3.767529437E2,6.504667390E1,2.543294678E1,8.516787798E0,2.600000000E1,1.169999957E0,3.537999878E2,4.476887370E-1,2.000000000E0,3.000000000E0,2.700000000E1
3.777526873E2,6.504668517E1,2.543294451E1,8.516782937E0,2.600000000E1,1.250000000E0,3.558999939E2,4.489458577E-1,2.000000000E0,3.000000000E0,2.800000000E1
3.787491017E2,6.504669644E1,2.543294250E1,8.516778101E0,2.600000000E1,1.279999971E0,3.537999878E2,4.504397481E-1,2.000000000E0,3.000000000E0,2.600000000E1
3.797491758E2,6.504670977E1,2.543293848E1,8.516772221E0,2.600000000E1,1.509999990E0,3.497000122E2,4.519114842E-1,2.000000000E0,3.000000000E0,2.500000000E1
3.807474051E2,6.504672285E1,2.543293362E1,8.516766359E0,2.600000000E1,1.240000010E0,3.462999878E2,4.532163253E-1,2.000000000E0,3.000000000E0,2.800000000E1
3.817497320E2,6.504673458E1,2.543293353E1,8.516761526E0,2.600000000E1,1.230000019E0,3.462999878E2,4.543357503E-1,2.000000000E0,3.000000000E0,2.900000000E1
3.827560641E2,6.504674464E1,2.543293454E1,8.516757492E0,2.600000000E1,8.700000048E-1,3.552999878E2,4.554423406E-1,2.000000000E0,3.000000000E0,2.900000000E1
3.837550961E2,6.504675436E1,2.543293957E1,7.516753996E0,2.500000000E1,1.179999948E0,1.600000024E0,4.566238439E-1,2.000000000E0,3.000000000E0,2.700000000E1
3.847459696E2,6.504676484E1,2.543294376E1,7.516750107E0,2.500000000E1,1.259999990E0,3.582000122E2,4.576536484E-1,2.000000000E0,3.000000000E0,2.700000000E1
3.857497480E2,6.504677402E1,2.543294669E1,7.516746626E0,2.500000000E1,9.099999666E-1,5.099999905E0,4.588030643E-1,2.000000000E0,3.000000000E0,3.000000000E1
3.867529402E2,6.504678219E1,2.543296169E1,7.516744765E0,2.500000000E1,1.049999952E0,5.000000000E0,4.598171618E-1,2.000000000E0,3.000000000E0,2.900000000E1
3.877487930E2,6.504679049E1,2.543297066E1,7.516742249E0,2.500000000E1,1.169999957E0,1.500000000E0,4.610244229E-1,2.000000000E0,3.000000000E0,3.100000000E1
3.887478480E2,6.504680101E1,2.543297703E1,7.516738561E0,2.500000000E1,1.309999943E0,1.200000048E0,4.624340524E-1,2.000000000E0,3.000000000E0,3.100000000E1
3.897511163E2,6.504681207E1,2.543299170E1,7.516735477E0,2.500000000E1,9.300000072E-1,7.500000000E0,4.633465206E-1,2.000000000E0,3.000000000E0,2.700000000E1
3.907458810E2,6.504682024E1,2.543298994E1,8.516731942E0,2.600000000E1,1.120000005E0,3.545000000E2,4.646598563E-1,2.000000000E0,3.000000000E0,2.900000000E1
3.917396983E2,6.504683026E1,2.543297511E1,8.516726342E0,2.600000000E1,1.039999962E0,3.476000061E2,4.654666110E-1,2.000000000E0,3.000000000E0,2.800000000E1
3.927488584E2,6.504683667E1,2.543296706E1,8.516722902E0,2.600000000E1,1.079999924E0,3.498999939E2,4.665209035E-1,2.000000000E0,3.000000000E0,3.100000000E1
3.937462845E2,6.504684610E1,2.543296941E1,7.516719260E0,2.500000000E1,2.599999905E-1,3.485000000E2,4.669914107E-1,2.000000000E0,3.000000000E0,2.900000000E1
3.947515693E2,6.504684946E1,2.543297553E1,7.516718493E0,2.500000000E1,3.799999952E-1,3.480000000E2,4.675754526E-1,2.000000000E0,3.000000000E0,1.400000000E1
3.957512902E2,6.504685457E1,2.543297837E1,7.516716676E0,2.500000000E1,5.299999714E-1,8.699999809E0,4.685459109E-1,2.000000000E0,3.000000000E0,3.100000000E1
3.967489603E2,6.504686303E1,2.543297335E1,7.516712693E0,2.500000000E1,6.800000072E-1,7.500000000E0,4.695251769E-1,2.000000000E0,3.000000000E0,3.000000000E1
3.977525055E2,6.504687184E1,2.543297410E1,7.516709150E0,2.500000000E1,7.999999523E-1,3.588999939E2,4.706525290E-1,2.000000000E0,3.000000000E0,2.800000000E1
3.987493509E2,6.504688189E1,2.543297108E1,7.516704714E0,2.500000000E1,9.499999881E-1,3.561000061E2,4.720836937E-1,2.000000000E0,3.000000000E0,2.900000000E1
3.997489518E2,6.504689128E1,2.543295021E1,7.516698768E0,2.500000000E1,7.500000000E-1,3.453999939E2,4.731807322E-1,2.000000000E0,3.000000000E0,3.100000000E1
4.007477763E2,6.504689820E1,2.543293353E1,7.516694258E0,2.500000000E1,5.699999928E-1,3.342000122E2,4.744030678E-1,2.000000000E0,3.000000000E0,3.100000000E1
4.017490671E2,6.504690352E1,2.543291073E1,7.516689791E0,2.500000000E1,5.600000024E-1,3.212000122E2,4.761509145E-1,2.000000000E0,3.000000000E0,3.100000000E1
4.027507825E2,6.504690620E1,2.543287402E1,8.516685018E0,2.600000000E1,0.000000000E0,NaN,4.781116650E-1,2.000000000E0,3.000000000E0,3.000000000E1
4.037465326E2,6.504691085E1,2.543283370E1,8.516679074E0,2.600000000E1,1.019999981E0,3.058999939E2,4.802417631E-1,2.000000000E0,3.000000000E0,2.800000000E1
4.047506649E2,6.504691571E1,2.543278978E1,8.516672684E0,2.600000000E1,9.799999595E-1,2.902000122E2,4.821357444E-1,2.000000000E0,3.000000000E0,3.000000000E1
4.057457814E2,6.504692053E1,2.543275106E1,8.516666831E0,2.600000000E1,1.059999943E0,2.836000061E2,4.839787546E-1,2.000000000E0,3.000000000E0,2.900000000E1
4.067515957E2,6.504692552E1,2.543271359E1,8.516661034E0,2.600000000E1,1.100000024E0,2.845000000E2,4.861422556E-1,2.000000000E0,3.000000000E0,3.000000000E1
4.077538467E2,6.504692887E1,2.543266816E1,8.516655112E0,2.600000000E1,1.069999933E0,2.785000000E2,4.882677210E-1,2.000000000E0,3.000000000E0,3.100000000E1
4.087473105E2,6.504693206E1,2.543262349E1,8.516649335E0,2.600000000E1,1.029999971E0,2.680000000E2,4.900638127E-1,2.000000000E0,3.000000000E0,3.000000000E1
4.097538337E2,6.504693571E1,2.543258619E1,8.516644105E0,2.600000000E1,1.199999928E0,2.573999939E2,4.915879603E-1,2.000000000E0,3.000000000E0,3.100000000E1
4.107482583E2,6.504693944E1,2.543255492E1,8.516639445E0,2.600000000E1,9.099999666E-1,2.581000061E2,4.929445278E-1,2.000000000E0,3.000000000E0,2.800000000E1
4.117510494E2,6.504693952E1,2.543252600E1,8.516636519E0,2.600000000E1,8.899999857E-1,2.556000061E2,4.943585853E-1,2.000000000E0,3.000000000E0,2.900000000E1
4.127483644E2,6.504694132E1,2.543249616E1,8.516632793E0,2.600000000E1,8.999999762E-1,2.598999939E2,4.956188864E-1,2.000000000E0,3.000000000E0,2.900000000E1
4.137515957E2,6.504694300E1,2.543246959E1,8.516629446E0,2.600000000E1,8.299999833E-1,2.645000000E2,4.968993715E-1,2.000000000E0,3.000000000E0,2.900000000E1
4.147484318E2,6.504694086E1,2.543244277E1,9.516627644E0,2.700000000E1,7.599999905E-1,2.627999878E2,4.985489381E-1,2.000000000E0,3.000000000E0,3.000000000E1
4.157506079E2,6.504693772E1,2.543240841E1,9.516625501E0,2.700000000E1,7.699999809E-1,2.600000000E2,4.997209280E-1,2.000000000E0,3.000000000E0,2.900000000E1
4.167495675E2,6.504693357E1,2.543238544E1,9.516624913E0,2.700000000E1,7.799999714E-1,2.536000061E2,5.004144940E-1,2.000000000E0,3.000000000E0,2.800000000E1
4.177530521E2,6.504693219E1,2.543237102E1,9.516624041E0,2.700000000E1,6.100000143E-1,2.525000000E2,5.010522645E-1,2.000000000E0,3.000000000E0,2.700000000E1
4.187493248E2,6.504692984E1,2.543235862E1,9.516623766E0,2.700000000E1,3.499999940E-1,2.496999969E2,5.013708631E-1,2.000000000E0,3.000000000E0,2.600000000E1
4.197463040E2,6.504692795E1,2.543235350E1,9.516624031E0,2.700000000E1,0.000000000E0,NaN,5.013708631E-1,2.000000000E0,3.000000000E0,2.800000000E1
4.207471259E2,6.504692795E1,2.543235350E1,9.516624031E0,2.700000000E1,0.000000000E0,NaN,5.013708631E-1,2.000000000E0,3.000000000E0,2.900000000E1
4.217479025E2,6.504692795E1,2.543235350E1,9.516624031E0,2.700000000E1,0.000000000E0,NaN,5.034765407E-1,2.000000000E0,3.000000000E0,2.900000000E1
4.227533130E2,6.504692711E1,2.543230866E1,1.051661989E1,2.800000000E1,5.899999738E-1,2.513999939E2,5.046865723E-1,2.000000000E0,3.000000000E0,2.900000000E1
4.237523849E2,6.504692426E1,2.543228377E1,9.516618577E0,2.700000000E1,1.039999962E0,2.538000031E2,5.063235587E-1,2.000000000E0,3.000000000E0,2.700000000E1
4.247495362E2,6.504692171E1,2.543224940E1,9.516616194E0,2.700000000E1,9.799999595E-1,2.521000061E2,5.079567872E-1,2.000000000E0,3.000000000E0,2.900000000E1
4.257575227E2,6.504691877E1,2.543221529E1,1.051661399E1,2.800000000E1,9.499999881E-1,2.536000061E2,5.092105624E-1,2.000000000E0,3.000000000E0,2.800000000E1
4.267449997E2,6.504691613E1,2.543218930E1,1.051661248E1,2.800000000E1,8.899999857E-1,2.536999969E2,5.103176735E-1,2.000000000E0,3.000000000E0,2.900000000E1
4.277485543E2,6.504691416E1,2.543216617E1,1.051661098E1,2.800000000E1,9.199999571E-1,2.597999878E2,5.116194671E-1,2.000000000E0,3.000000000E0,2.800000000E1
4.287494368E2,6.504691257E1,2.543213868E1,1.151660889E1,2.900000000E1,9.399999976E-1,2.555000000E2,5.127348204E-1,2.000000000E0,3.000000000E0,2.800000000E1
4.297502527E2,6.504690985E1,2.543211579E1,1.151660772E1,2.900000000E1,1.000000000E0,2.468000031E2,5.137966487E-1,2.000000000E0,3.000000000E0,2.600000000E1
4.307525103E2,6.504690670E1,2.543209442E1,1.151660688E1,2.900000000E1,8.499999642E-1,2.455000000E2,5.154223961E-1,2.000000000E0,3.000000000E0,2.600000000E1
4.317451512E2,6.504690394E1,2.543206039E1,1.151660462E1,2.900000000E1,7.999999523E-1,2.455000000E2,5.167451554E-1,1.500000000E0,3.000000000E0,2.600000000E1
4.327535882E2,6.504690335E1,2.543203223E1,1.151660204E1,2.900000000E1,8.799999952E-1,2.592000122E2,5.181611644E-1,1.500000000E0,3.000000000E0,2.800000000E1
4.337498020E2,6.504690436E1,2.543200213E1,1.251659862E1,3.000000000E1,9.099999666E-1,2.748999939E2,5.194874252E-1,1.500000000E0,3.000000000E0,2.700000000E1
4.347429248E2,6.504690486E1,2.543197389E1,1.251659559E1,3.000000000E1,7.999999523E-1,2.787000122E2,5.204960343E-1,1.500000000E0,3.000000000E0,3.000000000E1
4.357538062E2,6.504690704E1,2.543195302E1,1.251659261E1,3.000000000E1,7.199999690E-1,2.785000000E2,5.213775251E-1,1.500000000E0,3.000000000E0,2.900000000E1
4.367507325E2,6.504690951E1,2.543193516E1,1.251658980E1,3.000000000E1,5.600000024E-1,2.852000122E2,5.220919657E-1,1.500000000E0,3.000000000E0,2.700000000E1
4.377573941E2,6.504691228E1,2.543192142E1,1.351658729E1,3.100000000E1,8.999999762E-1,2.801000061E2,5.234828349E-1,1.500000000E0,3.000000000E0,3.000000000E1
4.387490226E2,6.504691659E1,2.543189359E1,1.351658273E1,3.100000000E1,9.300000072E-1,2.927999878E2,5.250157711E-1,1.500000000E0,3.000000000E0,2.800000000E1
4.397504056E2,6.504692569E1,2.543186903E1,1.351657652E1,3.100000000E1,1.120000005E0,3.005000000E2,5.262717741E-1,2.000000000E0,3.000000000E0,3.000000000E1
4.407499196E2,6.504693093E1,2.543184531E1,1.451657199E1,3.200000000E1,9.799999595E-1,3.105000000E2,5.276141683E-1,2.000000000E0,3.000000000E0,3.000000000E1
4.417512960E2,6.504693151E1,2.543181673E1,1.451656889E1,3.200000000E1,8.799999952E-1,3.068999939E2,5.289115043E-1,2.000000000E0,3.000000000E0,3.000000000E1
4.427474644E2,6.504693579E1,2.543179099E1,1.451656456E1,3.200000000E1,8.999999762E-1,3.018999939E2,5.303468688E-1,2.000000000E0,3.000000000E0,2.900000000E1
4.437509808E2,6.504693600E1,2.543176040E1,1.551656141E1,3.300000000E1,1.039999962E0,2.883999939E2,5.309310563E-1,1.500000000E0,3.000000000E0,3.000000000E1
4.447482860E2,6.504693554E1,2.543174800E1,1.451656036E1,3.200000000E1,2.599999905E-1,2.851000061E2,5.316187544E-1,2.000000000E0,3.000000000E0,2.900000000E1
4.457541786E2,6.504693860E1,2.543173525E1,1.351655783E1,3.100000000E1,1.299999952E0,2.558000031E2,5.328568431E-1,1.500000000E0,3.000000000E0,3.000000000E1
4.467468301E2,6.504693533E1,2.543171003E1,1.351655665E1,3.100000000E1,1.289999962E0,2.568999939E2,5.341786564E-1,2.000000000E0,3.000000000E0,2.800000000E1
4.477360035E2,6.504693495E1,2.543168186E1,1.351655399E1,3.100000000E1,1.069999933E0,2.602999878E2,5.349512770E-1,1.500000000E0,3.000000000E0,3.000000000E1
4.487494173E2,6.504693797E1,2.543166703E1,1.351655127E1,3.100000000E1,5.799999833E-1,2.652000122E2,5.353648875E-1,2.000000000E0,3.000000000E0,2.800000000E1
4.497473594E2,6.504693923E1,2.543165873E1,1.351654992E1,3.100000000E1,5.299999714E-1,2.902999878E2,5.361169309E-1,1.500000000E0,3.000000000E0,2.900000000E1
4.507432320E2,6.504694203E1,2.543164414E1,1.351654730E1,3.100000000E1,1.009999990E0,3.183999939E2,5.371038603E-1,1.500000000E0,3.000000000E0,2.700000000E1
4.517470616E2,6.504694690E1,2.543162654E1,1.351654354E1,3.100000000E1,8.299999833E-1,3.240000000E2,5.379563632E-1,1.500000000E0,3.000000000E0,3.000000000E1
4.527467091E2,6.504695083E1,2.543161095E1,1.351654036E1,3.100000000E1,5.699999928E-1,3.222999878E2,5.385770431E-1,1.500000000E0,3.000000000E0,3.000000000E1
4.537524750E2,6.504695473E1,2.543160148E1,1.251653780E1,3.000000000E1,7.899999619E-1,3.213999939E2,5.394497639E-1,1.500000000E0,3.000000000E0,2.900000000E1
4.547557573E2,6.504696093E1,2.543159008E1,1.251653410E1,3.000000000E1,7.299999595E-1,3.152999878E2,5.401293760E-1,1.500000000E0,3.000000000E0,2.800000000E1
4.557512166E2,6.504696504E1,2.543157935E1,1.251653134E1,3.000000000E1,3.299999833E-1,3.161000061E2,5.405901285E-1,1.500000000E0,3.000000000E0,2.800000000E1
4.567482467E2,6.504696563E1,2.543156963E1,1.251653012E1,3.000000000E1,7.799999714E-1,3.022999878E2,5.415475710E-1,1.500000000E0,3.000000000E0,2.800000000E1
4.577513272E2,6.504696999E1,2.543155203E1,1.251652657E1,3.000000000E1,3.599999845E-1,2.982000122E2,5.420067533E-1,1.500000000E0,3.000000000E0,2.300000000E1
4.587511145E2,6.504697359E1,2.543154725E1,1.251652460E1,3.000000000E1,5.899999738E-1,3.087999878E2,5.428143557E-1,1.500000000E0,3.000000000E0,2.800000000E1
