"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.952460006E1,1.985320449E-1,3.920403719E-1,5.813407898E-2,4.432721480E-1
1.952961948E1,2.015149593E-1,3.853297234E-1,5.898952484E-2,4.388246103E-1
1.953460987E1,5.168372020E-2,4.951099157E-1,5.666923523E-2,5.010154068E-1
1.953958433E1,5.481540412E-2,4.898829460E-1,5.734729767E-2,4.962647901E-1
1.954458925E1,-1.698028296E-1,5.613231659E-1,5.807304382E-2,5.893124604E-1
1.954960863E1,-1.653717160E-1,5.558295250E-1,5.880260468E-2,5.828825024E-1
1.955459885E1,-2.392841578E-1,7.433795929E-1,7.139301300E-2,7.841983739E-1
1.955960378E1,-1.597136259E-1,7.389312983E-1,7.198333740E-2,7.594139232E-1
1.956460862E1,-1.571027786E-1,7.344944477E-1,7.257556915E-2,7.546062483E-1
1.956959758E1,1.110940799E-1,6.911921501E-1,7.314109802E-2,7.038736415E-1
1.957458774E1,1.103424877E-1,6.871328354E-1,1.171302795E-2,6.960346206E-1
1.957959266E1,2.616883516E-1,8.357123137E-1,1.227760315E-2,8.758119685E-1
1.958459758E1,2.601151764E-1,8.311883211E-1,1.285839081E-2,8.710334485E-1
1.958961697E1,2.953059375E-1,8.661899567E-1,7.231330872E-2,9.179977409E-1
1.959460737E1,2.924406826E-1,9.000430107E-1,7.283306122E-2,9.491594328E-1
1.959961237E1,2.910300791E-1,8.958003521E-1,7.338523865E-2,9.447445004E-1
1.960458652E1,2.125402987E-1,1.006447911E0,7.395362854E-2,1.031300109E0
1.960960617E1,2.100347281E-1,1.001765251E0,4.351234436E-2,1.024471341E0
1.961459632E1,5.459690094E-2,1.110997438E0,4.427623749E-2,1.113218988E0
1.961960125E1,5.216974765E-2,1.105204225E0,4.504013062E-2,1.107351197E0
1.962460616E1,-2.547889650E-1,1.022558212E0,4.578304291E-2,1.054816952E0
1.962962562E1,-2.558016479E-1,9.793819189E-1,6.748580933E-2,1.014483987E0
1.963458554E1,-2.570948303E-1,9.724780321E-1,6.841850281E-2,1.008212461E0
1.963959022E1,-1.438338161E-1,8.888739347E-1,6.931972504E-2,9.031003614E-1
1.964459515E1,-1.456473321E-1,8.822264671E-1,7.022571564E-2,8.969215884E-1
1.964961476E1,-1.120148003E-1,6.038980484E-1,6.772804260E-2,6.179217233E-1
1.965460499E1,-1.113705039E-1,6.005753279E-1,6.819343567E-2,6.146091915E-1
1.965960984E1,-7.429902256E-2,5.927587748E-1,6.927680969E-2,6.014005206E-1
1.966458406E1,-7.623167336E-2,5.849725008E-1,7.036304474E-2,5.941002043E-1
1.966960367E1,-4.041324183E-2,4.248517752E-1,5.936050415E-2,4.308780923E-1
1.967459386E1,-4.155163467E-2,1.869217157E-1,6.048965454E-2,2.008115148E-1
1.967959878E1,-4.267519340E-2,1.790392399E-1,6.161212921E-2,1.940934724E-1
1.968460368E1,-8.141309023E-2,-1.854753494E-2,6.149101257E-2,1.036978637E-1
1.968962306E1,-8.221250027E-2,-2.498161793E-2,6.241703033E-2,1.062019873E-1
1.969458298E1,3.151142970E-2,-1.175435781E-1,6.468677521E-2,1.378181478E-1
1.969958766E1,3.124481440E-2,-1.165082455E-1,6.453514099E-2,1.368034872E-1
1.970459258E1,3.089307807E-2,-1.609514952E-1,2.243518829E-2,1.654179668E-1
1.970961221E1,3.178447485E-2,-2.152951956E-1,2.470397949E-2,2.190263927E-1
1.971460237E1,3.268244490E-2,-2.221994400E-1,2.573490143E-2,2.260597675E-1
1.971960729E1,7.120648026E-2,-3.046270609E-1,2.474021912E-2,3.138153717E-1
1.972461201E1,7.052884251E-2,-3.017885685E-1,2.431297302E-2,3.108726079E-1
1.972963170E1,2.599257827E-1,-1.937007904E-1,2.535152435E-2,3.251524389E-1
1.973459139E1,2.588053048E-1,-2.006965876E-1,2.640247345E-2,3.285671874E-1
1.973959631E1,3.719036281E-1,-3.604481220E-1,2.920913696E-2,5.187372465E-1
1.974460123E1,3.324750364E-1,-3.274657726E-1,3.011989594E-2,4.676330722E-1
1.974962060E1,3.310165107E-1,-3.334294558E-1,3.102588654E-2,4.708606354E-1
1.975461098E1,1.802373827E-1,-1.952844858E-1,6.436538696E-2,2.734308826E-1
1.975958545E1,1.786998659E-1,-1.935753822E-1,6.409740448E-2,2.711338193E-1
1.976459036E1,6.497767568E-2,-1.624131203E-1,6.515121460E-2,1.866676210E-1
1.976960974E1,6.806281209E-2,-1.750726700E-1,6.713199615E-2,1.994735348E-1
1.977460000E1,-4.562414438E-2,-9.720444679E-2,1.019620895E-1,1.480761113E-1
1.977960484E1,-8.126853406E-2,-6.456899643E-2,1.028022766E-1,1.460891440E-1
1.978460977E1,-7.897147536E-2,-6.986212730E-2,1.036415100E-1,1.478471283E-1
1.978959870E1,-7.528500259E-2,-1.240253448E-3,1.049709320E-1,1.291830732E-1
1.979458893E1,-7.478238642E-2,-1.132726669E-3,9.700489044E-2,1.224893349E-1
1.979959385E1,-7.284641266E-2,-7.999467850E-2,9.731578827E-2,1.455201397E-1
1.980459868E1,-7.092107087E-2,-8.190107346E-2,9.762668610E-2,1.458374231E-1
1.980961814E1,-6.891448051E-2,-8.369779587E-2,4.797077179E-2,1.185568286E-1
1.981460851E1,-6.740798056E-2,-8.247983456E-2,4.778480530E-2,1.167482187E-1
1.981958297E1,1.040333137E-2,-8.082318306E-2,4.753112793E-2,9.433888035E-2
1.982458767E1,-2.746319398E-2,-8.008408546E-2,4.741477966E-2,9.703529821E-2
1.982960730E1,-2.588688582E-2,-7.651376724E-2,3.485679626E-2,8.797433535E-2
1.983459753E1,8.714862168E-2,-1.894704103E-1,3.452205658E-2,2.113899029E-1
1.983960245E1,8.661273122E-2,-1.850941181E-1,3.382873535E-2,2.071375898E-1
1.984460729E1,1.101652905E-2,-1.807658672E-1,3.314971924E-2,1.841102022E-1
1.984962675E1,1.132764295E-2,-1.766468287E-1,2.050590515E-2,1.781934615E-1
1.985458644E1,4.885671660E-2,-9.529376030E-2,1.983833313E-2,1.089102335E-1
1.985959137E1,1.093535498E-2,-1.502645016E-2,1.932239532E-2,2.680916175E-2
1.986459629E1,1.097440720E-2,-1.171255112E-2,1.880645752E-2,2.472456898E-2
1.986961568E1,1.242698133E-1,-8.140349388E-2,7.767772675E-2,1.676405218E-1
1.987460606E1,1.234344244E-1,-7.737302780E-2,7.705116272E-2,1.648014692E-1
1.987961099E1,1.989095658E-1,-1.874889135E-1,7.628536224E-2,2.837896484E-1
1.988458521E1,1.974602491E-1,-1.826099157E-1,7.553005219E-2,2.793594818E-1
1.988960483E1,4.614595175E-1,-2.185962200E-1,5.121135712E-2,5.131781336E-1
1.989459509E1,5.717100501E-1,-2.491052151E-1,4.989814758E-2,6.256161880E-1
1.989960002E1,5.669643879E-1,-2.437745333E-1,4.907321930E-2,6.190983937E-1
1.990460486E1,6.376125813E-1,-2.416952848E-1,4.874229431E-2,6.836243309E-1
1.990962432E1,6.314101815E-1,-2.361321449E-1,9.787559509E-3,6.741906285E-1
1.991458402E1,5.882148147E-1,-2.690802813E-1,9.004592896E-3,6.469018076E-1
1.991958892E1,5.830371976E-1,-2.639971972E-1,8.235931396E-3,6.400739992E-1
1.992459377E1,6.154108644E-1,-2.588772774E-1,7.467269897E-3,6.676853577E-1
1.992961344E1,6.115648746E-1,-1.777771711E-1,8.787250519E-2,6.429135989E-1
1.993460367E1,6.077999473E-1,-1.743216515E-1,8.736038208E-2,6.383107789E-1
1.993960852E1,4.519529939E-1,-2.095613480E-1,8.680438995E-2,5.056802046E-1
1.994458277E1,4.491359293E-1,-2.058136463E-1,8.625316620E-2,5.015196394E-1
1.994960246E1,2.943084538E-1,-2.774552107E-1,8.560657501E-2,4.134336048E-1
1.995459286E1,2.923880816E-1,-2.732069492E-1,8.498477936E-2,4.090907480E-1
1.995959755E1,3.281671405E-1,-2.690076828E-1,8.437347412E-2,4.326403687E-1
1.996460246E1,3.260249197E-1,-2.648288012E-1,8.376789093E-2,4.283031657E-1
1.996962208E1,2.858839333E-1,-2.967400551E-1,7.374286652E-2,4.185956211E-1
1.997461222E1,2.072180063E-1,-2.942647934E-1,7.338809967E-2,3.673103373E-1
1.997958668E1,2.053154558E-1,-2.893939018E-1,7.268905640E-2,3.621974126E-1
1.998459161E1,3.173322976E-1,-3.599202633E-1,7.190227509E-2,4.851930751E-1
1.998961101E1,3.129206896E-1,-3.511081934E-1,2.475261688E-2,4.709660428E-1
1.999460124E1,4.243268967E-1,-4.998622537E-1,2.416133881E-2,6.561244990E-1
1.999960608E1,4.194124639E-1,-4.926109910E-1,2.315044403E-2,6.473857786E-1
2.000461101E1,2.627882659E-1,-3.712042570E-1,2.226924896E-2,4.553528221E-1
2.000959993E1,2.589833736E-1,-3.268798590E-1,3.039169312E-2,4.181464875E-1
2.001459016E1,2.537885308E-1,-3.200389147E-1,2.946186066E-2,4.095137684E-1
2.001959507E1,9.703525901E-2,-1.990338564E-1,2.865505219E-2,2.232743369E-1
2.002459992E1,9.334414452E-2,-1.931250095E-1,2.785778046E-2,2.163017673E-1
2.002961938E1,5.123323947E-2,-7.351636887E-2,1.914882660E-2,9.163066560E-2
2.003460977E1,4.701252282E-2,-6.859493256E-2,1.850128174E-2,8.519236762E-2
2.003958423E1,-7.009780407E-2,8.790791035E-2,1.804351807E-2,1.138730494E-1
2.004458893E1,7.859059423E-2,1.290636063E-1,1.763725281E-2,1.521347056E-1
2.004960854E1,7.433374226E-2,1.323355436E-1,1.722526550E-2,1.527576876E-1
2.005459877E1,3.083817661E-2,1.745457649E-1,1.682567596E-2,1.780458384E-1
2.005960362E1,2.641787380E-2,1.777254343E-1,1.643371582E-2,1.804281050E-1
2.006460854E1,6.073092669E-2,1.809186935E-1,1.604461670E-2,1.915130514E-1
2.006959746E1,5.606662482E-2,1.839789152E-1,-1.273155212E-3,1.923364983E-1
2.007458769E1,1.265604049E-2,2.626378536E-1,-1.579284668E-3,2.629473553E-1
2.007959264E1,-2.936552465E-2,3.417453766E-1,-1.826286316E-3,3.430095797E-1
2.008459756E1,-3.339127451E-2,3.437211514E-1,-1.599597931E-2,3.457095290E-1
2.008961692E1,-1.169079617E-1,3.882153034E-1,-1.678466797E-2,4.057835857E-1
2.009460731E1,-1.200282127E-1,3.899310827E-1,-1.697540283E-2,4.083395467E-1
2.009961223E1,-8.561906219E-2,4.690525532E-1,4.174900055E-2,4.786270996E-1
2.010458650E1,-8.508667350E-2,4.662882090E-1,4.211044312E-2,4.758547312E-1
2.010960612E1,-8.856370300E-2,5.438462496E-1,4.193496704E-2,5.526036682E-1
2.011459627E1,-2.047532201E-1,5.451073647E-1,4.179477692E-2,5.837916782E-1
2.011960119E1,-2.102897763E-1,5.507298708E-1,4.112339020E-2,5.909452714E-1
2.012460612E1,-2.090423405E-1,5.475765467E-1,4.152488708E-2,5.875909213E-1
2.012962559E1,-2.111605704E-1,5.488182306E-1,4.138946533E-2,5.894941260E-1
2.013458552E1,-2.501415014E-1,5.878541470E-1,4.139900208E-2,6.402008640E-1
2.013959021E1,-2.508502007E-1,5.871371031E-1,-1.849555969E-2,6.387471227E-1
2.014459513E1,-3.280622959E-1,6.244177818E-1,-1.838302612E-2,7.055922136E-1
2.014961474E1,-3.299540579E-1,6.252888441E-1,-1.847171783E-2,7.072460840E-1
2.015460496E1,-3.292854130E-1,5.848304033E-1,-1.921749115E-2,6.714348783E-1
2.015960981E1,-2.127959132E-1,5.041725636E-1,-1.874732971E-2,5.475614458E-1
2.016458404E1,-2.128419876E-1,5.021578074E-1,-1.847743988E-2,5.457156686E-1
2.016960368E1,-1.374668330E-1,6.147137880E-1,-1.813507080E-2,6.301579581E-1
2.017459391E1,-1.374068111E-1,6.102008820E-1,-1.948070526E-2,6.257837054E-1
2.017959884E1,-2.502951026E-2,4.908272028E-1,-1.887607574E-2,4.918273331E-1
2.018460374E1,-2.574712038E-2,4.868772030E-1,-1.833343506E-2,4.879020802E-1
2.018962313E1,-1.010384187E-1,5.210217237E-1,-2.082920074E-2,5.311367567E-1
2.019458305E1,1.365883648E-2,4.006273746E-1,-2.007770538E-2,4.013626432E-1
2.019958774E1,1.330913603E-2,3.952057362E-1,-1.933288574E-2,3.959020933E-1
2.020459266E1,5.055530369E-2,2.754137516E-1,-1.867389679E-2,2.806372885E-1
2.020961227E1,4.989215732E-2,2.709529400E-1,-2.000808716E-3,2.755153830E-1
2.021460242E1,1.263037771E-1,2.649333477E-1,-1.160621643E-3,2.935024189E-1
2.021960734E1,1.256207675E-1,2.589858770E-1,-3.261566162E-4,2.878443470E-1
2.022461207E1,2.003066987E-1,2.918657064E-1,5.435943604E-4,3.539896321E-1
2.022963168E1,1.992703527E-1,2.472885847E-1,3.433799744E-2,3.194360901E-1
2.023459145E1,1.993330717E-1,2.356866598E-1,3.597068787E-2,3.107664163E-1
2.023959636E1,1.978657097E-1,1.208435297E-1,3.611183167E-2,2.346445442E-1
2.024460129E1,1.971281469E-1,1.150321960E-1,3.694629669E-2,2.312075718E-1
2.024962068E1,2.730407417E-1,1.848255396E-1,3.680515289E-2,3.317624843E-1
2.025461107E1,2.719854712E-1,1.780810356E-1,3.778648376E-2,3.272869844E-1
2.025958553E1,2.330563515E-1,1.335513592E-1,3.872299194E-2,2.713866221E-1
2.026459046E1,2.708482742E-1,4.523599148E-2,4.037189484E-2,2.775517474E-1
2.026960984E1,2.688653469E-1,3.926932812E-2,-2.677917480E-3,2.717311652E-1
2.027460000E1,7.684434950E-2,1.096485853E-1,-1.715660095E-3,1.339059737E-1
2.027960492E1,7.613170147E-2,1.086415052E-1,-1.557350159E-3,1.326704111E-1
2.028460984E1,7.826238871E-4,1.399738789E-1,-5.731582642E-4,1.399772402E-1
2.028959877E1,1.482769847E-3,1.336898804E-1,7.624435425E-2,1.539103124E-1
2.029458900E1,-1.125865653E-1,9.013175964E-2,7.703876495E-2,1.635066974E-1
2.029959390E1,-1.113787517E-1,7.975649834E-2,7.856845856E-2,1.579219049E-1
2.030459875E1,-1.860519946E-1,1.171724796E-1,7.865238190E-2,2.335185899E-1
2.030961819E1,-2.220844328E-1,2.252930403E-1,1.638412476E-3,3.163560237E-1
2.031460858E1,-2.206343412E-1,2.195305824E-1,2.485275269E-3,3.112545032E-1
2.031958304E1,-1.438357532E-1,2.904721498E-1,3.408432007E-3,3.241518335E-1
2.032458773E1,-1.430907100E-1,2.843742371E-1,4.324913025E-3,3.183745638E-1
2.032960735E1,-1.435118467E-1,3.902478218E-1,6.181049347E-2,4.203683500E-1
2.033459757E1,-1.426435411E-1,3.880285025E-1,6.213855743E-2,4.180604010E-1
2.033960249E1,-2.560532987E-1,4.975475073E-1,6.298065186E-2,5.631015684E-1
2.034460732E1,-4.088340104E-1,6.444659233E-1,6.390285492E-2,7.658754136E-1
2.034962678E1,-4.086748362E-1,6.364486217E-1,5.704498291E-2,7.585091297E-1
2.035458647E1,-5.587260723E-1,6.332221031E-1,5.750560760E-2,8.464348473E-1
2.035959139E1,-5.568815470E-1,6.281234026E-1,5.827713013E-2,8.414584304E-1
2.036459631E1,-7.461373210E-1,5.823181868E-1,5.932140350E-2,9.483324319E-1
2.036961591E1,-7.416608334E-1,5.788558722E-1,-1.945495605E-4,9.408161087E-1
2.037460607E1,-9.667294621E-1,4.985069036E-1,4.196166992E-4,1.087692586E0
2.037961099E1,-8.859490752E-1,3.798145056E-1,9.593963623E-4,9.639324369E-1
2.038458548E1,-8.811015487E-1,3.760375977E-1,1.499176025E-3,9.579908462E-1
2.038960487E1,-6.468446255E-1,1.812801361E-1,9.889602661E-4,6.717673967E-1
2.039459508E1,-6.421148777E-1,1.787712574E-1,1.336097717E-3,6.665376687E-1
2.039960001E1,-4.469604492E-1,9.966397285E-2,1.790046692E-3,4.579407766E-1
2.040460495E1,-4.423938692E-1,9.862351418E-2,-1.219081879E-2,4.534176321E-1
2.040962433E1,-2.110857964E-1,-5.500781536E-2,-1.210308075E-2,2.184709540E-1
2.041458402E1,-1.711135060E-1,-9.456610680E-2,-1.203441620E-2,1.958760007E-1
2.041958893E1,-1.691164970E-1,-9.510660172E-2,-1.196670532E-2,1.943935629E-1
2.042459378E1,-2.047692537E-1,-9.566175938E-2,-1.279926300E-2,2.263745582E-1
2.042961322E1,-2.025547922E-1,-9.622752666E-2,-1.272964478E-2,2.246112744E-1
2.043460361E1,-3.892931342E-1,-1.350488663E-1,-1.263713837E-2,4.122463316E-1
2.043960853E1,-3.844960630E-1,-1.359354258E-1,8.436489105E-2,4.164529953E-1
2.044458274E1,-3.421405852E-1,-6.043708324E-2,8.456325531E-2,3.575804318E-1
2.044960236E1,-3.378400207E-1,-6.189107895E-2,8.476543427E-2,3.537676696E-1
2.045459258E1,-2.930186391E-1,-2.920475006E-1,8.475780487E-2,4.222979410E-1
2.045959751E1,-2.238624915E-2,-4.062671661E-1,3.060054779E-2,4.080325330E-1
2.046460243E1,-1.877346635E-2,-4.054567814E-1,3.044986725E-2,4.070317420E-1
2.046962182E1,1.365772635E-1,-5.955579281E-1,3.013134003E-2,6.117601591E-1
2.047461220E1,1.400400400E-1,-5.938146114E-1,3.493213654E-2,6.111033135E-1
2.047958666E1,3.386878967E-1,-8.614180088E-1,3.482818604E-2,9.262631806E-1
2.048459135E1,3.407912254E-1,-8.581393957E-1,3.429412842E-2,9.239685974E-1
2.048961097E1,3.047540784E-1,-9.311543107E-1,3.365421295E-2,9.803346391E-1
2.049460120E1,1.885305047E-1,-1.114575624E0,3.636264801E-2,1.130992845E0
2.049960605E1,1.922961473E-1,-1.109628677E0,3.556537628E-2,1.126729118E0
2.050461096E1,1.582392156E-1,-1.295663953E0,3.460979462E-2,1.305749810E0
2.050959988E1,1.622604281E-1,-1.289742589E0,3.366756439E-2,1.300345299E0
2.051459011E1,1.282643676E-1,-1.241467237E0,9.220600128E-2,1.251476966E0
2.051959503E1,1.373853832E-1,-1.233949661E0,9.101867676E-2,1.244905984E0
2.052459988E1,2.166537642E-1,-1.110594273E0,8.970737457E-2,1.135079691E0
2.052961934E1,3.009526990E-2,-1.067773342E0,3.660268784E-1,1.129168416E0
2.053460972E1,3.457519040E-2,-1.063061714E0,3.653020859E-1,1.124607161E0
2.053958419E1,-3.377075307E-3,-9.058855176E-1,3.646631241E-1,9.765342645E-1
2.054458891E1,1.228007488E-3,-9.019239545E-1,3.640584946E-1,9.726288681E-1
2.054960852E1,-1.076453030E-1,-6.693131924E-1,4.046068192E-1,7.894772567E-1
2.055459875E1,-1.037063599E-1,-6.644717455E-1,4.038753510E-1,7.844698903E-1
2.055960368E1,-2.910507321E-1,-4.684984684E-1,4.032812119E-1,6.832547690E-1
2.056460854E1,-3.206755221E-1,-2.345025539E-1,4.025516510E-1,5.655723384E-1
2.056959754E1,-3.168124855E-1,-2.282912731E-1,2.246284485E-1,4.504941689E-1
2.057458769E1,-4.685655534E-1,-7.387900352E-2,2.245588303E-1,5.248223064E-1
2.057959260E1,-4.640970826E-1,-6.854379177E-2,2.237758636E-1,5.197691705E-1
2.058459752E1,-5.354770422E-1,1.647474766E-1,2.231607437E-1,6.030573035E-1
2.058961691E1,-5.272278786E-1,1.675897837E-1,-4.212570190E-2,5.548244283E-1
2.059460729E1,-5.978690982E-1,3.267310858E-1,-4.284763336E-2,6.826687196E-1
2.059961229E1,-5.916022062E-1,3.317056894E-1,-4.354572296E-2,6.796455435E-1
2.060458645E1,-6.614467502E-1,4.510192871E-1,-4.415512085E-2,8.017979018E-1
2.060960606E1,-5.818147063E-1,4.178596735E-1,-3.719873428E-1,8.071490832E-1
2.061459623E1,-5.790463686E-1,4.261753559E-1,-3.731803894E-1,8.100516860E-1
2.061960115E1,-4.997649491E-1,2.443070412E-1,-3.744802475E-1,6.705866018E-1
2.062460608E1,-4.973805547E-1,2.533683777E-1,-3.757667542E-1,6.728919709E-1
2.062962555E1,-4.570683241E-1,-4.672527313E-3,-3.642807007E-1,5.844944091E-1
2.063458547E1,-4.550380111E-1,6.121277809E-3,-3.657960892E-1,5.838697119E-1
2.063959019E1,-4.147186577E-1,-8.679199219E-2,-3.688592911E-1,5.617664921E-1
2.064459511E1,-2.986642718E-1,-4.305402637E-1,-3.690252304E-1,6.408938185E-1
2.064961473E1,-2.970400453E-1,-4.183518291E-1,-3.426456451E-1,6.169741319E-1
2.065460496E1,-2.559006810E-1,-5.219212770E-1,-3.442001343E-1,6.755447509E-1
2.065960981E1,-2.537062168E-1,-5.105403662E-1,-3.457269669E-1,6.667424132E-1
2.066458403E1,-1.369681954E-1,-8.431043625E-1,-3.473834991E-1,9.220957369E-1
2.066960365E1,-1.348347962E-1,-8.294669390E-1,-1.451807022E-1,8.528031786E-1
2.067459388E1,6.169304252E-2,-8.484577537E-1,-1.476211548E-1,8.634110241E-1
2.067959881E1,9.915862232E-2,-8.823817372E-1,-1.481704712E-1,9.002135586E-1
2.068460375E1,1.014506444E-1,-8.694123626E-1,2.172250748E-1,9.018629733E-1
2.068962313E1,2.559187412E-1,-8.187534213E-1,2.156314850E-1,8.845046661E-1
2.069458306E1,2.587143779E-1,-8.086628318E-1,2.143802643E-1,8.756869318E-1
2.069958776E1,3.758422732E-1,-7.987297177E-1,2.131528854E-1,9.081083244E-1
2.070459268E1,3.780557513E-1,-7.889539599E-1,2.239570618E-1,9.030676982E-1
2.070961230E1,2.660289705E-1,-5.895300508E-1,2.229423523E-1,6.841201549E-1
2.071460245E1,2.698247135E-1,-4.682280421E-1,2.222166061E-1,5.843142095E-1
2.071960738E1,2.731946707E-1,-4.614079595E-1,1.374235153E-1,5.535502287E-1
2.072461207E1,2.766830921E-1,-2.641114593E-1,1.368207932E-1,4.062367854E-1
2.072963176E1,2.802506089E-1,-2.589073777E-1,1.362361908E-1,4.051342169E-1
2.073459145E1,2.451885343E-1,-1.398105621E-1,1.357822418E-1,3.132111553E-1
2.073959633E1,2.481907457E-1,-1.353219748E-1,4.181861877E-3,2.827157072E-1
2.074460126E1,2.894404531E-1,2.057170868E-2,3.866195679E-3,2.901963448E-1
2.074962064E1,2.917662263E-1,2.339529991E-2,3.561019897E-3,2.927243613E-1
2.075461104E1,3.696342707E-1,1.034259796E-1,2.828788757E-2,3.848722280E-1
2.075958550E1,4.854041338E-1,1.063185930E-1,2.795600891E-2,4.976970512E-1
2.076459042E1,4.913196266E-1,1.129409075E-1,2.725791931E-2,5.048699023E-1
2.076960980E1,6.049967408E-1,1.166867018E-1,2.679634094E-2,6.167291842E-1
2.077459995E1,6.004091501E-1,1.158509254E-1,4.782581329E-2,6.133513617E-1
2.077960487E1,5.993145704E-1,8.090507984E-2,4.733371735E-2,6.066004180E-1
2.078460981E1,5.982596278E-1,8.494591713E-2,4.684448242E-2,6.060732601E-1
2.078959873E1,6.359405518E-1,5.115282536E-2,4.632282257E-2,6.396739801E-1
2.079458896E1,5.183792114E-1,5.593216419E-2,5.668067932E-2,5.244598300E-1
2.079959387E1,5.159125924E-1,6.068801880E-2,5.609607697E-2,5.224898166E-1
2.080459872E1,3.608607948E-1,1.796561480E-1,5.562782288E-2,4.069291086E-1
2.080961816E1,3.593488932E-1,1.833089590E-1,1.723766327E-2,4.037708985E-1
2.081460855E1,2.803781629E-1,3.010597229E-1,1.688957214E-2,4.117452229E-1
2.081958301E1,2.768753767E-1,3.088206053E-1,1.595878601E-2,4.150720700E-1
2.082458770E1,4.745815694E-2,3.828319311E-1,1.628875732E-2,3.861060577E-1
2.082960732E1,-1.052740291E-1,3.462414742E-1,1.196670532E-2,3.620897425E-1
2.083459757E1,-1.091018766E-1,3.520870209E-1,1.125621796E-2,3.687752597E-1
2.083960249E1,-1.469140947E-1,3.116276264E-1,1.155471802E-2,3.447158834E-1
2.084460733E1,-1.480431408E-1,3.134135008E-1,1.133823395E-2,3.468044832E-1
2.084962680E1,-1.104651317E-1,4.293537140E-1,7.303237915E-3,4.433965430E-1
2.085458649E1,-1.129796356E-1,4.289628267E-1,7.316589355E-3,4.436519325E-1
2.085959142E1,-1.154372171E-1,4.285533428E-1,7.333755493E-3,4.438890658E-1
2.086459634E1,-2.705308497E-1,3.140351772E-1,7.277488708E-3,4.145575895E-1
2.086961572E1,-2.716671824E-1,3.143904209E-1,4.224777222E-3,4.155264655E-1
2.087460611E1,-1.591591388E-1,2.365484238E-1,4.281997681E-3,2.851405333E-1
2.087961103E1,-1.615135223E-1,2.358176708E-1,4.338264465E-3,2.858590777E-1
2.088458526E1,-1.637771875E-1,1.597822905E-1,4.328727722E-3,2.288494819E-1
2.088960488E1,-1.659883261E-1,1.596512794E-1,4.321098328E-3,2.303461033E-1
2.089459509E1,-1.679171026E-1,1.195778847E-1,4.422187805E-3,2.061906389E-1
2.089960001E1,-1.698141396E-1,1.185235977E-1,4.522323608E-3,2.071355514E-1
2.090460486E1,-6.120950729E-2,4.219412804E-2,4.491806030E-3,7.447902083E-2
2.090962433E1,-2.204035223E-2,-7.224822044E-2,7.342433929E-2,1.053409516E-1
2.091458402E1,-2.442633361E-2,-7.240414619E-2,7.342052460E-2,1.059697107E-1
2.091958892E1,4.615871608E-2,-3.548157215E-2,7.350444794E-2,9.376818703E-2
2.092459377E1,4.581187665E-2,-3.515672684E-2,7.346439362E-2,9.344378317E-2
2.092961346E1,8.054960519E-2,4.075860977E-2,4.355430603E-2,1.002321343E-1
2.093460369E1,7.763371617E-2,3.801786900E-2,4.384326935E-2,9.692566490E-2
2.093960854E1,1.524404436E-1,3.775107861E-2,4.386425018E-2,1.630561414E-1
2.094458279E1,2.265184373E-1,1.504712105E-1,4.410839081E-2,2.754954405E-1
2.094960248E1,2.239659429E-1,1.467695236E-1,4.451274872E-2,2.714469035E-1
2.095459285E1,3.741528988E-1,1.457128525E-1,4.461383820E-2,4.039963139E-1
2.095959754E1,3.716419041E-1,1.432838440E-1,4.487609863E-2,4.008264326E-1
2.096460245E1,3.692449629E-1,2.162683010E-1,4.519653320E-2,4.302982074E-1
2.096962207E1,3.677316904E-1,2.117803097E-1,1.060485840E-2,4.244878782E-1
2.097461220E1,4.413702786E-1,3.631170988E-1,1.089954376E-2,5.716472254E-1
2.097958667E1,4.770952463E-1,3.203558922E-1,1.132202148E-2,5.747834026E-1
2.098459136E1,4.747248590E-1,3.166350126E-1,1.174354553E-2,5.707533038E-1
2.098961100E1,4.364657998E-1,5.026366711E-1,4.495620728E-3,6.657073141E-1
2.099460123E1,4.350507259E-1,4.979863167E-1,5.035400391E-3,6.612751780E-1
2.099960607E1,4.319987297E-1,4.945019484E-1,5.431175232E-3,6.566464628E-1
2.100461102E1,4.305933714E-1,4.899166822E-1,5.968093872E-3,6.522764944E-1
2.100959994E1,2.779872417E-1,6.747078896E-1,2.365779877E-2,7.301146035E-1
2.101459017E1,2.384420037E-1,7.094378471E-1,2.416133881E-2,7.488260268E-1
2.101959506E1,2.383673042E-1,7.042768002E-1,2.478122711E-2,7.439347365E-1
2.102459991E1,8.624850214E-2,8.895487785E-1,2.548980713E-2,8.940836447E-1
2.102961935E1,8.711263537E-2,8.839616776E-1,4.417228699E-2,8.893413572E-1
2.103460973E1,1.254085004E-1,8.776748180E-1,4.493999481E-2,8.877274251E-1
2.103958419E1,1.247368082E-1,8.730404377E-1,4.550457001E-2,8.830795791E-1
2.104458887E1,1.108309254E-2,8.676165342E-1,4.617404938E-2,8.689150294E-1
2.104960849E1,4.913947731E-2,9.765802622E-1,2.890777588E-2,9.782429945E-1
2.105459870E1,4.804346338E-2,9.704766273E-1,2.966022491E-2,9.721176819E-1
2.105960354E1,4.606927559E-2,8.867084980E-1,3.050327301E-2,8.884282685E-1
2.106460849E1,4.581201449E-2,8.818719387E-1,3.110980988E-2,8.836088938E-1
