"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.882960735E1,2.176156044E-1,-1.308938265E-1,4.406261444E-2,2.577426218E-1
2.883459758E1,2.110876143E-1,-1.308368444E-1,4.426956177E-2,2.522618776E-1
2.883960251E1,2.000365257E-1,-5.644059181E-2,4.495429993E-2,2.126523950E-1
2.884460735E1,1.980468035E-1,-5.588233471E-2,1.102161407E-2,2.060748594E-1
2.884962681E1,1.915889978E-1,-1.775896549E-2,1.141166687E-2,1.927484140E-1
2.885458650E1,1.859975159E-1,-1.843023300E-2,1.173686981E-2,1.872765429E-1
2.885959144E1,2.559345365E-1,-1.908659935E-2,1.208209991E-2,2.569294891E-1
2.886459636E1,2.886199951E-1,1.789021492E-2,1.039791107E-2,2.893608092E-1
2.886961572E1,2.824421823E-1,1.694381237E-2,1.080703735E-2,2.831562664E-1
2.887460611E1,3.518927097E-1,-5.991911888E-2,1.104545593E-2,3.571285232E-1
2.887961103E1,3.447269499E-1,-5.974650383E-2,-6.705284119E-3,3.499303867E-1
2.888458525E1,3.729126453E-1,-6.001031399E-2,-6.220817566E-3,3.777615351E-1
2.888960486E1,3.690463603E-1,-5.940055847E-2,-6.175041199E-3,3.738472596E-1
2.889459508E1,2.479855418E-1,1.752567291E-2,-5.922317505E-3,2.486745906E-1
2.889960000E1,2.385776937E-1,5.527985096E-2,-8.486747742E-3,2.450453075E-1
2.890460484E1,2.327923179E-1,5.494451523E-2,-8.174896240E-3,2.393282097E-1
2.890962431E1,3.020488322E-1,1.318762302E-1,-7.846832275E-3,3.296762198E-1
2.891458400E1,2.952893376E-1,1.317027807E-1,-7.513999939E-3,3.234159482E-1
2.891958892E1,1.744703948E-1,1.315913200E-1,6.867408752E-3,2.186397848E-1
2.892459376E1,1.687470078E-1,1.314861774E-1,7.147789001E-3,2.140449915E-1
2.892961346E1,1.620453298E-1,1.320160627E-1,7.360458374E-3,2.091437450E-1
2.893460361E1,1.610993147E-1,1.313464642E-1,8.042907715E-2,2.228760178E-1
2.893960853E1,4.143980145E-2,2.464609146E-1,8.065605164E-2,2.626130961E-1
2.894458276E1,1.491563916E-1,2.467026711E-1,8.091068268E-2,2.994267450E-1
2.894960247E1,1.366386414E-1,2.487925291E-1,8.113384247E-2,2.952127051E-1
2.895459285E1,-6.034931540E-2,4.016197920E-1,7.546520233E-2,4.130804933E-1
2.895959755E1,-5.999076366E-2,3.995921612E-1,7.582283020E-2,4.111227172E-1
2.896460248E1,-1.102921963E-1,5.536855459E-1,7.623672485E-2,5.696877132E-1
2.896962210E1,-1.095717847E-1,5.508996248E-1,5.376625061E-2,5.642580813E-1
2.897461225E1,-1.546293497E-1,5.887588263E-1,5.428981781E-2,6.111420257E-1
2.897958671E1,-1.983585060E-1,5.875955820E-1,5.480575562E-2,6.225900222E-1
2.898459141E1,-2.040818036E-1,5.864249468E-1,5.532550812E-2,6.233815145E-1
2.898961102E1,-3.240378797E-1,5.851552486E-1,4.487323761E-2,6.703885589E-1
2.899460125E1,-3.292069733E-1,5.834149122E-1,4.547405243E-2,6.714298776E-1
2.899960609E1,-3.721265793E-1,6.574580669E-1,4.611778259E-2,7.568726119E-1
2.900461100E1,-3.770831823E-1,6.554559469E-1,4.676342010E-2,7.576285648E-1
2.900959992E1,-3.502400815E-1,5.382744074E-1,-4.222202301E-2,6.435760651E-1
2.901459015E1,-4.311996102E-1,6.884207726E-1,-4.126548767E-2,8.133628369E-1
2.901959506E1,-4.351962805E-1,6.845360994E-1,-4.030990601E-2,8.121639998E-1
2.902459991E1,-5.079813600E-1,7.180138826E-1,-3.965568542E-2,8.804326045E-1
2.902961937E1,-5.119171739E-1,7.149232626E-1,3.810024261E-2,8.801284524E-1
2.903460976E1,-3.632476032E-1,6.339370012E-1,3.911018372E-2,7.316792666E-1
2.903958399E1,-3.675082624E-1,6.299165487E-1,4.011726379E-2,7.303879628E-1
2.904458891E1,-3.337446749E-1,5.501328707E-1,4.107761383E-2,6.447627888E-1
2.904960853E1,-3.809867203E-1,5.048568249E-1,1.475906372E-2,6.326524517E-1
2.905459876E1,-3.785270751E-1,5.017690659E-1,1.520156860E-2,6.287177663E-1
2.905960361E1,-1.959081888E-1,4.560978413E-1,1.723766327E-2,4.966914498E-1
2.906460853E1,-1.999368668E-1,4.508371353E-1,1.848983765E-2,4.935288719E-1
2.906959745E1,-3.515180647E-1,5.247038603E-1,2.299308777E-2,6.319871620E-1
2.907458768E1,-3.531300724E-1,5.172704458E-1,2.452373505E-2,6.267942052E-1
2.907959260E1,-2.404662073E-1,4.332728386E-1,2.602481842E-2,4.962122940E-1
2.908459744E1,-2.842946947E-1,4.984792471E-1,2.867031097E-2,5.745668107E-1
2.908961690E1,-2.822573483E-1,4.952975512E-1,2.174377441E-4,5.700779965E-1
2.909460728E1,-2.827656567E-1,6.007918119E-1,2.122879028E-3,6.640118407E-1
2.909961220E1,-2.832432687E-1,5.913255215E-1,4.019737244E-3,6.556742941E-1
2.910458644E1,-3.600447476E-1,5.052071810E-1,5.827903748E-3,6.204034820E-1
2.910960605E1,-3.596836627E-1,4.960713387E-1,-4.749298096E-4,6.127473670E-1
2.911459620E1,-2.828138769E-1,4.025700092E-1,2.820014954E-3,4.919900952E-1
2.911960113E1,-2.818237841E-1,3.930331469E-1,4.685401917E-3,4.836544767E-1
2.912460608E1,-2.031927705E-1,2.381672859E-1,4.960060120E-3,3.131063082E-1
2.912962555E1,-1.648146510E-1,1.460826397E-1,-4.492568970E-2,2.247717162E-1
2.913458547E1,-1.633792520E-1,1.447705030E-1,-4.474639893E-2,2.228306952E-1
2.913959018E1,-1.622492671E-1,9.904527664E-2,-4.322052002E-2,1.949430811E-1
2.914459510E1,-1.611240506E-1,9.127616882E-2,-4.169082642E-2,1.898168161E-1
2.914961471E1,-1.978992820E-1,-2.201452255E-1,-9.602546692E-3,2.961760541E-1
2.915460494E1,-1.961614490E-1,-2.254178524E-1,-8.615493774E-3,2.989427185E-1
2.915960979E1,-1.562751532E-1,-2.373927832E-1,-6.232261658E-3,2.842817231E-1
2.916458401E1,-2.944588661E-3,-3.956718445E-1,-5.369186401E-3,3.957192278E-1
2.916960362E1,-2.868592739E-3,-3.929793835E-1,5.013465881E-3,3.930218308E-1
2.917459385E1,7.402193546E-2,-3.578939438E-1,5.835533142E-3,3.655152191E-1
2.917959878E1,7.396221161E-2,-3.617405891E-1,6.645202637E-3,3.692842013E-1
2.918460370E1,3.519028425E-2,-3.654804230E-1,1.746559143E-2,3.675858302E-1
2.918962309E1,3.550076485E-2,-3.691673279E-1,1.822185516E-2,3.713177296E-1
2.919458301E1,-1.957535744E-3,-3.780889511E-1,2.007484436E-2,3.786265789E-1
2.919958773E1,3.565973043E-2,-1.854566336E-1,1.973915100E-2,1.898826306E-1
2.920459265E1,3.564679623E-2,-1.897000074E-1,8.363819122E-2,2.103619118E-1
2.920961229E1,3.538298607E-2,-1.987484694E-1,8.557415009E-2,2.192620463E-1
2.921460244E1,3.512853384E-2,-1.970921755E-1,8.523654938E-2,2.175881635E-1
2.921960736E1,2.254842520E-1,6.588077545E-2,9.841632843E-2,2.546943230E-1
2.922461206E1,2.238495350E-1,6.082057953E-2,9.959602356E-2,2.524423204E-1
2.922963168E1,7.023864985E-2,2.090151310E-1,1.008853912E-1,2.424843399E-1
2.923459145E1,2.577918172E-1,1.243879795E-1,1.027078629E-1,3.041017848E-1
2.923959637E1,2.562881708E-1,1.238040924E-1,9.182453156E-2,2.990699323E-1
2.924460130E1,1.395806670E-1,8.200240135E-2,9.276485443E-2,1.865810136E-1
2.924962068E1,1.378297806E-1,7.818651199E-2,9.369564056E-2,1.840897937E-1
2.925461107E1,1.911288500E-2,7.351827621E-2,5.803203583E-2,9.559265920E-2
2.925958553E1,1.724386215E-2,7.099747658E-2,5.869483948E-2,9.371807000E-2
2.926459045E1,-2.048593760E-2,-1.951190233E-1,5.826187134E-2,2.046596017E-1
2.926960984E1,-2.196234465E-2,-1.952878237E-1,5.839061737E-2,2.050101043E-1
2.927459999E1,-1.410215795E-1,-3.477263451E-1,6.732463837E-2,3.812260535E-1
2.927960492E1,-6.353688240E-2,-4.966393709E-1,6.640815735E-2,5.050719192E-1
2.928460984E1,-6.836491823E-2,-4.944773912E-1,6.624412537E-2,5.035572824E-1
2.928959877E1,-3.350090981E-2,-6.425631046E-1,6.538963318E-2,6.467499196E-1
2.929458900E1,-3.668969870E-2,-6.368026733E-1,9.630489349E-2,6.450879097E-1
2.929959393E1,-1.917898059E-1,-8.226281404E-1,9.511566162E-2,8.500278679E-1
2.930459876E1,-1.938753724E-1,-8.164960146E-1,9.393978119E-2,8.444395090E-1
2.930961822E1,-2.303118706E-1,-8.863993883E-1,9.057426453E-2,9.202994788E-1
2.931460860E1,-4.996459484E-1,-8.033839464E-1,8.911991119E-2,9.502705918E-1
2.931958305E1,-5.000032783E-1,-7.964719534E-1,8.768177032E-2,9.444887208E-1
2.932458774E1,-8.032964468E-1,-8.653398752E-1,8.606243134E-2,1.183851774E0
2.932960732E1,-8.016052246E-1,-8.581322432E-1,8.639144897E-2,1.177465654E0
2.933459755E1,-8.376215696E-1,-7.741585970E-1,8.460235596E-2,1.143717179E0
2.933960247E1,-8.395391703E-1,-7.638704777E-1,8.258342743E-2,1.138044001E0
2.934460732E1,-8.721439242E-1,-7.584744692E-1,8.105945587E-2,1.158658354E0
2.934962678E1,-7.930300236E-1,-7.117747068E-1,8.339309692E-2,1.068865876E0
2.935458647E1,-7.908437252E-1,-7.032922506E-1,8.151149750E-2,1.061460273E0
2.935959141E1,-5.992388725E-1,-7.337713242E-1,7.972717285E-2,9.507176261E-1
2.936459633E1,-6.023861170E-1,-7.219803333E-1,7.752323151E-2,9.434693885E-1
2.936961594E1,-5.258241296E-1,-6.737275124E-1,6.556701660E-2,8.571457343E-1
2.937460610E1,-5.252915621E-1,-6.645749807E-1,6.369018555E-2,8.494984226E-1
2.937961102E1,-4.837769270E-1,-6.221538782E-1,6.256961823E-2,7.905887176E-1
2.938458546E1,-6.340724826E-1,-5.367091894E-1,6.076812744E-2,8.329450357E-1
2.938960485E1,-6.344797015E-1,-5.218439102E-1,5.888843536E-2,8.236221258E-1
2.939459506E1,-7.045721412E-1,-4.034686089E-1,5.786323547E-2,8.139760282E-1
2.939959998E1,-7.007294297E-1,-3.938518763E-1,5.573177338E-2,8.057586889E-1
2.940460480E1,-8.129734993E-1,-3.778939247E-1,5.243873596E-2,8.980420647E-1
2.940962426E1,-8.069173098E-1,-3.751647472E-1,2.544116974E-2,8.902310854E-1
2.941458395E1,-6.869422197E-1,-4.026436806E-1,2.291202545E-2,7.965779985E-1
2.941958886E1,-6.820185781E-1,-3.913170099E-1,2.043819427E-2,7.865723507E-1
2.942459370E1,-6.395869255E-1,-4.470100403E-1,1.628780365E-2,7.804836346E-1
2.942961317E1,-5.575607419E-1,-3.284593821E-1,7.137584686E-2,6.510407499E-1
2.943460355E1,-5.490934253E-1,-3.146654367E-1,6.828498840E-2,6.365381107E-1
2.943960847E1,-5.782391429E-1,-3.011124134E-1,6.524944305E-2,6.551997266E-1
2.944458270E1,-5.694848299E-1,-2.877084017E-1,6.227207184E-2,6.410670065E-1
2.944960232E1,-7.507386208E-1,-2.748578787E-1,4.631423950E-2,8.008122995E-1
2.945459254E1,-7.386975288E-1,-2.613691092E-1,4.320240021E-2,7.847638484E-1
2.945959746E1,-7.597227097E-1,-1.994544268E-1,3.793334961E-2,7.863838776E-1
2.946460240E1,-8.277313113E-1,-1.598833799E-1,2.332019806E-2,8.433538110E-1
2.946962178E1,-8.147484064E-1,-1.476614475E-1,2.049255371E-2,8.282746004E-1
2.947461217E1,-9.083238840E-1,-2.008786201E-1,1.542949677E-2,9.303991443E-1
2.947958665E1,-9.002521038E-1,-1.991622448E-1,1.475524902E-2,9.221372824E-1
2.948459134E1,-1.076802015E0,-1.873048544E-1,5.998897552E-2,1.094616081E0
2.948961097E1,-1.061378598E0,-1.755445004E-1,5.727958679E-2,1.077321378E0
2.949460120E1,-1.082805872E0,-2.411065102E-1,5.462932587E-2,1.110668839E0
2.949960605E1,-1.141718864E0,-3.813184500E-1,5.066776276E-2,1.204779211E0
2.950461097E1,-1.123634577E0,-3.687103987E-1,4.784297943E-2,1.183550156E0
2.950959989E1,-1.179677725E0,-5.459952354E-1,4.465389252E-2,1.300670712E0
2.951459012E1,-1.152394891E0,-5.251809359E-1,4.027843475E-2,1.267064068E0
2.951959506E1,-1.023780107E0,-5.902945995E-1,-5.990219116E-2,1.183284283E0
2.952459991E1,-1.017801642E0,-5.870013237E-1,-6.062316895E-2,1.176505804E0
2.952961939E1,-7.380912900E-1,-7.675364017E-1,-6.283473969E-2,1.066695404E0
2.953460978E1,-4.134415388E-1,-8.644315004E-1,2.266311646E-2,9.584828333E-1
2.953958424E1,-4.107111692E-1,-8.588426113E-1,2.169513702E-2,9.522420777E-1
2.954458894E1,-3.236925602E-1,-9.237604737E-1,1.951599121E-2,9.790256178E-1
2.954960855E1,-3.135777116E-1,-9.118235707E-1,1.737689972E-2,9.643936758E-1
2.955459878E1,-1.139958352E-1,-8.231571913E-1,1.432619095E-1,8.432714786E-1
2.955960370E1,-9.583260119E-2,-8.064780235E-1,1.402626038E-1,8.241749134E-1
2.956460855E1,-9.962767363E-3,-8.326970339E-1,1.382703781E-1,8.441577485E-1
2.956959757E1,-4.796534777E-4,-8.214036226E-1,1.363563538E-1,8.326447001E-1
2.957458773E1,-2.867981791E-2,-6.207475662E-1,1.207494736E-1,6.330327861E-1
2.957959265E1,-5.767230690E-2,-4.208736420E-1,1.193828583E-1,4.412629424E-1
2.958459758E1,-4.770070314E-2,-4.131003618E-1,1.180486679E-1,4.322762473E-1
2.958961696E1,-7.512211055E-2,-2.152537107E-1,1.098232269E-1,2.530585558E-1
2.959460736E1,-6.469463557E-2,-2.086168528E-1,1.086835861E-1,2.439641552E-1
2.959961229E1,-1.398360580E-1,-1.641404629E-2,1.086406708E-1,1.778379582E-1
2.960458652E1,-1.290450394E-1,-1.120769978E-2,1.077232361E-1,1.684711558E-1
2.960960616E1,-1.182061657E-1,1.078510284E-1,3.902339935E-2,1.647038787E-1
2.961459631E1,-9.808243066E-2,3.092341423E-1,3.729438782E-2,3.265528890E-1
2.961960123E1,-9.741295129E-2,3.072190285E-1,3.758239746E-2,3.244768884E-1
2.962460618E1,-1.821845770E-3,3.938020468E-1,3.600502014E-2,3.954487737E-1
2.962962564E1,6.791628897E-3,3.991508484E-1,9.816646576E-2,4.111011810E-1
2.963458556E1,-2.261970937E-2,4.421509504E-1,9.738159180E-2,4.533125728E-1
2.963959024E1,-2.249467745E-2,4.398781061E-1,9.770774841E-2,4.511602408E-1
2.964459509E1,-1.380239800E-2,4.837236404E-1,9.696102142E-2,4.935387585E-1
2.964961480E1,-1.562254131E-1,4.883550406E-1,7.419967651E-2,5.180758799E-1
2.965460503E1,-1.486422420E-1,4.939990044E-1,7.336425781E-2,5.210679867E-1
2.965960988E1,-2.555716038E-1,5.752789974E-1,7.259559631E-2,6.336662293E-1
2.966458413E1,-2.407052517E-1,5.886226892E-1,7.068252563E-2,6.398528799E-1
2.966960375E1,-3.158660829E-1,5.476796627E-1,6.315135956E-2,6.353837340E-1
2.967459398E1,-3.047884107E-1,5.613993406E-1,6.122398376E-2,6.417270223E-1
2.967959891E1,-2.264984101E-1,4.815589190E-1,6.160736084E-2,5.357200660E-1
2.968460383E1,-2.592858672E-1,4.871492386E-1,6.383132935E-2,5.555339595E-1
2.968962322E1,-2.530884147E-1,4.927109480E-1,6.306743622E-2,5.574902021E-1
2.969458314E1,-4.353901744E-1,3.897379637E-1,6.144046783E-2,5.875672007E-1
2.969958780E1,-4.327444136E-1,3.874745369E-1,6.175804138E-2,5.841389389E-1
2.970459273E1,-5.035368800E-1,4.309610128E-1,4.316139221E-2,6.641834761E-1
2.970961235E1,-4.954692721E-1,4.398518801E-1,4.197788239E-2,6.638686758E-1
2.971460250E1,-5.680729151E-1,4.750219584E-1,4.237079620E-2,7.417196115E-1
2.971960743E1,-5.621715784E-1,4.761114120E-1,-9.799003601E-3,7.367597850E-1
2.972461212E1,-5.948573947E-1,4.006618261E-1,-9.969711304E-3,7.172758285E-1
2.972963181E1,-4.363034368E-1,2.876803875E-1,-1.021766663E-2,5.227093791E-1
2.973459150E1,-4.296765924E-1,2.875760794E-1,-1.015853882E-2,5.171316770E-1
2.973959642E1,-3.877291083E-1,2.099952698E-1,2.412128448E-2,4.416035679E-1
2.974460134E1,-3.817548454E-1,2.106664181E-1,2.407550812E-2,4.366883692E-1
2.974962072E1,-3.769386709E-1,2.075891495E-1,2.453327179E-2,4.310196028E-1
2.975461110E1,-3.708092570E-1,2.037017345E-1,-3.488159180E-2,4.245122227E-1
2.975958557E1,-2.515336275E-1,3.519147635E-1,-3.418636322E-2,4.339145929E-1
2.976459050E1,-2.115401030E-1,3.109806776E-1,-3.375720978E-2,3.776211676E-1
2.976960988E1,-2.076195925E-1,3.064992428E-1,-3.310108185E-2,3.716764220E-1
2.977460009E1,-3.545228839E-1,3.383767605E-1,-3.414726257E-2,4.912752210E-1
2.977960494E1,-3.456084430E-1,3.292908669E-1,-3.278350830E-2,4.784897379E-1
2.978460986E1,-1.877292097E-1,2.466648817E-1,-3.193187714E-2,3.116174976E-1
2.978959878E1,-1.857967079E-1,2.441543341E-1,-3.155612946E-2,3.084275357E-1
2.979458901E1,-2.138987631E-1,2.736519575E-1,-1.013946533E-2,3.474778891E-1
2.979959393E1,-9.821726382E-2,3.469625711E-1,-9.740829468E-3,3.607277927E-1
2.980459878E1,-9.347006679E-2,3.406523466E-1,-8.779525757E-3,3.533521681E-1
2.980961824E1,3.017206490E-2,2.557380199E-1,5.261135101E-2,2.628312055E-1
2.981460861E1,2.995552123E-2,2.541015148E-1,5.284309387E-2,2.612609915E-1
2.981958307E1,-4.198864102E-2,2.866739035E-1,5.369186401E-2,2.946655548E-1
2.982458776E1,-3.703902662E-2,2.813348770E-1,5.453968048E-2,2.889563622E-1
2.982960735E1,1.068003476E-2,3.105139732E-1,3.694438934E-2,3.128863669E-1
2.983459758E1,-6.493571401E-2,3.084756136E-1,3.724765778E-2,3.174291089E-1
2.983960243E1,-5.445326865E-2,2.999565601E-1,3.867626190E-2,3.073027004E-1
2.984460735E1,-5.407467484E-2,2.223803997E-1,3.890705109E-2,2.321440744E-1
2.984962681E1,-4.868312180E-2,2.176569700E-1,3.970146179E-2,2.265409654E-1
2.985458651E1,-1.197555214E-1,2.890028954E-1,4.050636292E-2,3.154438522E-1
2.985959140E1,-1.139853448E-1,2.843551636E-1,4.130744934E-2,3.091226670E-1
2.986459632E1,-1.032188535E-1,3.534104824E-1,4.270076752E-2,3.706433007E-1
2.986961570E1,-1.402524710E-1,3.511992693E-1,4.005050659E-2,3.802837433E-1
2.987460609E1,-1.344902366E-1,3.466937542E-1,4.084777832E-2,3.741025581E-1
2.987961101E1,-2.430795729E-1,3.045053482E-1,4.162597656E-2,3.918467912E-1
2.988458524E1,-2.366537899E-1,3.002779484E-1,4.240703583E-2,3.846689736E-1
2.988960485E1,-2.256642878E-1,3.319753408E-1,3.670978546E-2,4.030875911E-1
2.989459507E1,-2.241809517E-1,3.298715353E-1,3.706455231E-2,4.005572493E-1
2.989959992E1,-1.039097309E-1,4.781720638E-1,3.790569305E-2,4.907979181E-1
2.990460487E1,-9.411454201E-2,4.716031551E-1,3.615665436E-2,4.822596672E-1
2.990962433E1,-5.588513613E-2,7.357678413E-1,3.675746918E-2,7.388021226E-1
2.991458402E1,-1.355913281E-2,7.692133188E-1,3.772544861E-2,7.702572229E-1
2.991958896E1,-9.267002344E-3,7.636934519E-1,3.868961334E-2,7.647290056E-1
2.992459380E1,-8.042794466E-2,7.191208601E-1,1.868057251E-2,7.238455840E-1
2.992961348E1,-7.570624352E-2,7.136024237E-1,1.966762543E-2,7.178765004E-1
2.993460364E1,-1.856857538E-1,7.081601620E-1,2.065753937E-2,7.323911169E-1
2.993960856E1,-1.806156933E-1,7.025103569E-1,-3.652572632E-4,7.253571283E-1
2.994458279E1,-2.521067858E-1,7.357891798E-1,6.923675537E-4,7.777814783E-1
2.994960248E1,-2.466908693E-1,7.301322222E-1,1.745223999E-3,7.706831338E-1
2.995459264E1,-2.415376008E-1,7.242399454E-1,2.832412720E-3,7.634604991E-1
2.995959756E1,-3.118840754E-1,5.649316311E-1,1.894950867E-3,6.453084651E-1
2.996460247E1,-3.062120676E-1,5.596905947E-1,2.907752991E-3,6.379873409E-1
2.996962209E1,-1.871598959E-1,4.409646988E-1,3.824234009E-3,4.790546075E-1
2.997461224E1,-1.822781563E-1,4.356819391E-1,-5.219459534E-3,4.723042675E-1
2.997958670E1,-1.009540558E-1,2.771899700E-1,-4.360198975E-3,2.950339170E-1
2.998459139E1,9.351491928E-2,4.452598095E-2,-3.839492798E-3,1.036452836E-1
2.998961101E1,9.948816895E-2,3.900885582E-2,-2.745628357E-3,1.068977318E-1
2.999460124E1,5.991315842E-2,-7.425856590E-2,3.611564636E-2,1.020208855E-1
2.999960609E1,6.621992588E-2,-7.923769951E-2,3.713989258E-2,1.097408913E-1
3.000461102E1,-9.568542242E-3,-2.684113979E-1,3.668498993E-2,2.710756795E-1
3.000959994E1,-6.012111902E-3,-2.684285641E-1,3.681087494E-2,2.710075276E-1
3.001459018E1,-7.904303074E-2,-4.601284266E-1,3.195571899E-2,4.679606154E-1
3.001959511E1,-1.126959622E-1,-6.119405031E-1,3.191566467E-2,6.230490903E-1
3.002459995E1,-1.084229946E-1,-6.107771397E-1,3.188037872E-2,6.211446037E-1
3.002961942E1,1.240294874E-1,-8.759176731E-1,5.040073395E-2,8.860899039E-1
3.003460980E1,1.263721883E-1,-8.736412525E-1,5.011940002E-2,8.841554854E-1
3.003958426E1,3.560963273E-1,-9.479823709E-1,4.972267151E-2,1.013877465E0
3.004458894E1,3.600126207E-1,-9.495514035E-1,5.012130737E-2,1.016744363E0
3.004960856E1,5.876387358E-1,-1.021968126E0,6.658172607E-2,1.180750296E0
3.005459873E1,5.861948729E-1,-1.018377542E0,6.595039368E-2,1.176888568E0
3.005960366E1,6.957097650E-1,-1.087067127E0,6.443023682E-2,1.292237699E0
3.006460856E1,6.934752464E-1,-1.120725632E0,6.366443634E-2,1.319464672E0
3.006959749E1,6.959104538E-1,-1.122121096E0,3.179254532E-1,1.358132433E0
3.007458772E1,6.952638626E-1,-1.042874575E0,3.175354004E-1,1.292984125E0
3.007959263E1,6.946218014E-1,-1.040585637E0,3.171491623E-1,1.290698069E0
3.008459755E1,7.307308912E-1,-8.839862347E-1,4.574728012E-1,1.234779601E0
3.008961693E1,7.307520509E-1,-8.834266663E-1,4.573850632E-1,1.234359077E0
3.009460732E1,5.392907262E-1,-6.902669668E-1,4.570541382E-1,9.880290775E-1
3.009961224E1,6.155850887E-1,-2.671983242E-1,2.168712616E-1,7.052468292E-1
3.010458645E1,6.174373627E-1,-2.668682337E-1,2.168865204E-1,7.067441642E-1
3.010960607E1,4.230731726E-1,-1.897704601E-1,2.166118622E-1,5.117855368E-1
3.011459622E1,4.227602482E-1,-1.857800484E-1,2.159709930E-1,5.097881164E-1
3.011960115E1,3.857286572E-1,4.951620102E-2,-5.180835724E-2,3.923296536E-1
3.012460608E1,3.827082813E-1,4.905784130E-2,-5.184459686E-2,3.893072855E-1
3.012962555E1,3.439500630E-1,3.226336241E-1,-5.276298523E-2,4.745292760E-1
3.013458547E1,2.277276069E-1,4.335105419E-1,-5.218791962E-2,4.924579493E-1
3.013959015E1,2.282648236E-1,4.435708523E-1,-2.716922760E-1,5.680463216E-1
3.014459507E1,1.125399768E-1,7.835788727E-1,-2.709369659E-1,8.367006248E-1
3.014961469E1,1.126998961E-1,7.848232985E-1,-2.711248398E-1,8.379484203E-1
3.015460492E1,-2.928555012E-3,8.678948879E-1,-7.581062317E-1,1.152378051E0
3.015960977E1,-4.438817501E-3,8.825509548E-1,-7.604284286E-1,1.164975230E0
3.016458401E1,-4.374116659E-3,8.411169052E-1,-7.600507736E-1,1.133655133E0
3.016960363E1,-5.077034235E-3,8.472458124E-1,-7.610187531E-1,1.138859423E0
3.017459388E1,-7.230460644E-3,8.547906876E-1,-9.602508545E-1,1.285613123E0
3.017959880E1,2.628123760E-2,6.423791647E-1,-9.630689621E-1,1.157947978E0
3.018460373E1,2.405685186E-2,6.504155397E-1,-9.643554688E-1,1.163443414E0
3.018962312E1,5.884149671E-2,4.670503139E-1,-8.326988220E-1,9.565488203E-1
3.019458304E1,5.570468307E-2,4.744936228E-1,-8.339128494E-1,9.610711993E-1
3.019958796E1,5.564269423E-2,2.436591387E-1,-8.338050842E-1,8.704578127E-1
3.020459265E1,5.249083042E-2,2.516690493E-1,-8.350973129E-1,8.737734945E-1
3.020961226E1,1.993647367E-1,3.672063351E-2,-2.844877243E-1,3.493250183E-1
3.021460242E1,1.597139090E-1,-7.817924023E-2,-2.845306396E-1,3.355267668E-1
3.021960734E1,1.526010185E-1,-6.512701511E-2,-2.866573334E-1,3.312114517E-1
3.022461203E1,-3.814324737E-2,-1.406110525E-1,-2.867107391E-1,3.216044517E-1
3.022963165E1,-4.109403491E-2,-1.330389977E-1,1.280536652E-1,1.891714454E-1
3.023459142E1,-8.211046457E-2,-1.674350500E-1,1.273288727E-1,2.258080295E-1
3.023959637E1,-8.408498764E-2,-1.629046202E-1,1.266183853E-1,2.228012925E-1
3.024460121E1,-4.734089971E-2,-1.961895227E-1,1.258611679E-1,2.378497913E-1
3.024962065E1,-8.975481987E-2,-3.911495209E-2,2.522287369E-1,2.705646741E-1
3.025461103E1,-8.933275938E-2,-3.874051571E-2,2.521886826E-1,2.703336847E-1
3.025958549E1,2.414256334E-2,-7.577669621E-2,2.520151138E-1,2.642661322E-1
3.026459042E1,2.272891998E-2,-7.486772537E-2,2.518444061E-1,2.637183820E-1
3.026960980E1,9.804835916E-2,1.548796892E-1,2.378692627E-1,3.003048201E-1
3.027459995E1,9.790405631E-2,1.510589123E-1,2.384071350E-1,2.987339305E-1
3.027960488E1,9.738239646E-2,2.650008202E-1,2.385492325E-1,3.696139907E-1
3.028460981E1,1.736646742E-1,3.375457525E-1,-2.750196457E-1,4.687561835E-1
3.028959873E1,1.730235666E-1,3.340996504E-1,-2.745456696E-1,4.657628749E-1
3.029458896E1,2.502610683E-1,4.412875175E-1,-2.734041214E-1,5.762942730E-1
3.029959389E1,2.501963079E-1,4.361729622E-1,-2.726678848E-1,5.720077105E-1
3.030459873E1,5.893000960E-2,4.344304800E-1,-5.034208298E-1,6.675590759E-1
3.030961819E1,6.004083157E-2,4.301412106E-1,-5.027666092E-1,6.643798806E-1
3.031460835E1,6.163385510E-2,5.400469303E-1,-5.019702911E-1,7.398807960E-1
3.031958281E1,1.778279394E-1,5.737651587E-1,-5.011653900E-1,7.823017202E-1
3.032458772E1,1.789426357E-1,5.684496164E-1,-4.843044281E-1,7.679233115E-1
3.032960733E1,1.800926477E-1,5.631642342E-1,-4.834918976E-1,7.637746601E-1
3.033459757E1,1.813220829E-1,5.577956438E-1,-4.826622009E-1,7.595896775E-1
3.033960251E1,2.222279012E-1,5.106168985E-1,-4.704084396E-1,7.289711635E-1
3.034460735E1,2.232953012E-1,5.054287910E-1,-4.696025848E-1,7.251521510E-1
3.034962680E1,2.604392469E-1,5.032649040E-1,-4.693078995E-1,7.357676736E-1
3.035458649E1,2.611961067E-1,4.981511831E-1,-4.685192108E-1,7.320438910E-1
3.035959142E1,2.612796426E-1,4.164140224E-1,-2.186613083E-1,5.380338813E-1
3.036459631E1,2.613096535E-1,4.861831665E-1,-2.177114487E-1,5.933422969E-1
